sample_id,main_lineage,sub_lineage,is_unknown_lineage,is_compound_lineage,stratifiable_single_lineage
SRR11947537,lineage4,lineage4.1.1.2,False,False,True
SRR11947538,lineage2,lineage2.2.1.1,False,False,True
SRR11947539,lineage2,lineage2.2.1.1,False,False,True
SRR11947540,lineage2,lineage2.2.1.1,False,False,True
SRR11947541,lineage4,lineage4.6.2.2,False,False,True
SRR29341506,lineage4,lineage4.2.2.2,False,False,True
SRR29341580,lineage5,lineage5.1.3,False,False,True
SRR30519413,lineage4,lineage4.1.2.1,False,False,True
SRR30519414,lineage4,lineage4.2.2.2,False,False,True
SRR30519415,lineage4,lineage4.2.2.2,False,False,True
SRR30519416,lineage4,lineage4.2.2.2,False,False,True
SRR30519417,lineage4,lineage4.4.1.1,False,False,True
SRR30519418,lineage4,lineage4.1.2.1,False,False,True
SRR30519419,lineage4,lineage4.2.2.2,False,False,True
SRR30519420,lineage4,lineage4.8,False,False,True
SRR30519421,lineage4,lineage4.4.1.1,False,False,True
SRR30519422,lineage3,lineage3.1.1,False,False,True
SRR30519423,lineage3,lineage3.1.1,False,False,True
SRR30519424,lineage4,lineage4.2.2.2,False,False,True
SRR30519425,lineage4,lineage4.6.3,False,False,True
SRR30519426,lineage3,lineage3.1.1,False,False,True
SRR30519427,lineage4,lineage4.2.2.2,False,False,True
SRR30519428,lineage4,lineage4.1.2.1,False,False,True
SRR30519429,lineage3,lineage3.1.1,False,False,True
SRR30519430,lineage4,lineage4.2.2.2,False,False,True
SRR30519431,lineage4,lineage4.2.1,False,False,True
SRR30519432,lineage4,lineage4.1.1.3,False,False,True
SRR30519433,lineage4,lineage4.1.1.3,False,False,True
SRR30519434,lineage4,lineage4.1.1.1,False,False,True
SRR30519435,lineage4,lineage4.6,False,False,True
SRR30519436,lineage4,lineage4.2.2.2,False,False,True
SRR30519437,lineage4,lineage4.3.4.1,False,False,True
SRR30519438,lineage4,lineage4.2.2.2,False,False,True
SRR30519439,lineage3,lineage3,False,False,True
SRR30519440,lineage4,lineage4.2.2.2,False,False,True
SRR30519441,lineage4,lineage4.2.2.2,False,False,True
SRR30519442,lineage4,lineage4.2.2.2,False,False,True
SRR30519443,lineage4,lineage4.6.3,False,False,True
SRR30519444,lineage4,lineage4.1.2.1,False,False,True
SRR30519445,lineage3,lineage3.1.1,False,False,True
SRR30519446,lineage4,lineage4.2.2.2,False,False,True
SRR30519447,lineage3,lineage3,False,False,True
SRR30519448,lineage4,lineage4.8,False,False,True
SRR30519449,lineage3,lineage3,False,False,True
SRR30519450,lineage3,lineage3,False,False,True
SRR30519451,lineage3,lineage3.1.1,False,False,True
SRR30519452,lineage4,lineage4.2.2.2,False,False,True
SRR30519453,lineage4,lineage4.8,False,False,True
SRR30519454,lineage4,lineage4.2.2.2,False,False,True
SRR30519455,lineage4,lineage4.2.2.2,False,False,True
SRR30519456,lineage4,lineage4.6.5,False,False,True
SRR30519457,lineage3,lineage3,False,False,True
SRR30519458,lineage4,lineage4.2.2.2,False,False,True
SRR30519459,lineage4,lineage4.2.2.2,False,False,True
SRR30519460,lineage4,lineage4.4.1.1,False,False,True
SRR30519461,lineage3,lineage3.1.1,False,False,True
SRR30519462,lineage4,lineage4.2.2.2,False,False,True
SRR30519463,lineage4,lineage4.2.2.2,False,False,True
SRR30519464,lineage4,lineage4.2.2.2,False,False,True
SRR30519465,lineage4,lineage4.8,False,False,True
SRR30519466,lineage3,lineage3,False,False,True
SRR30519467,lineage3,lineage3,False,False,True
SRR30519468,lineage3,lineage3.1.1,False,False,True
SRR30519469,lineage4,lineage4.2.2.2,False,False,True
SRR30519470,lineage4,lineage4.2.2.2,False,False,True
SRR30519471,lineage4,lineage4.6.3,False,False,True
SRR30519472,lineage3,lineage3.1.1,False,False,True
SRR30519473,lineage4,lineage4.1.2.1,False,False,True
SRR30519474,lineage3,lineage3,False,False,True
SRR30519475,lineage4,lineage4.3.4.1,False,False,True
SRR30519476,lineage3,lineage3.1.1,False,False,True
SRR30519477,lineage4,lineage4.2.2.2,False,False,True
SRR30519478,lineage7,lineage7,False,False,True
SRR30519479,lineage4,lineage4.3.4.1,False,False,True
SRR30519480,lineage3,lineage3.1.1,False,False,True
SRR30519481,lineage4,lineage4.2.2.2,False,False,True
SRR30519482,lineage4,lineage4.2.2.2,False,False,True
SRR30519483,lineage3,lineage3,False,False,True
SRR30519484,lineage4,lineage4.4.1.1,False,False,True
SRR30519485,lineage4,lineage4.2.2.2,False,False,True
SRR30519486,lineage3,lineage3,False,False,True
SRR30519487,lineage4,lineage4.6.3,False,False,True
SRR30519488,lineage3,lineage3.1.1,False,False,True
SRR30519489,lineage4,lineage4.8,False,False,True
SRR30519490,lineage3,lineage3.1.1,False,False,True
SRR30519491,lineage4,lineage4.2.2.2,False,False,True
SRR30519492,lineage4,lineage4.6.5,False,False,True
SRR30519493,lineage3,lineage3,False,False,True
SRR30519494,lineage3,lineage3,False,False,True
SRR30519495,lineage3,lineage3.1.1,False,False,True
SRR30519496,lineage3,lineage3.1.1,False,False,True
SRR30519497,lineage4,lineage4.2.2.2,False,False,True
SRR30519498,lineage3,lineage3.1.1,False,False,True
SRR30519499,lineage4,lineage4.3.4.1,False,False,True
SRR30519500,lineage3,lineage3,False,False,True
SRR30673188,lineage4,lineage4.4.1.1,False,False,True
SRR30673189,lineage2,lineage2.2.1,False,False,True
SRR30673190,lineage4,lineage4.1.1,False,False,True
SRR30673193,lineage2,lineage2.2.1,False,False,True
SRR30673194,lineage2,lineage2.2.2,False,False,True
SRR30673195,lineage4,lineage4.3.3,False,False,True
SRR30673196,lineage2,lineage2.2.1,False,False,True
SRR30673197,lineage4,lineage4.4.1.1,False,False,True
SRR30673198,lineage1,lineage1.2.2.2,False,False,True
SRR30673199,lineage4,lineage4.4.1.1,False,False,True
SRR30673200,lineage2,lineage2.2.1,False,False,True
SRR30673201,lineage4,lineage4.1.1.1,False,False,True
SRR30673202,lineage2,lineage2.2.1,False,False,True
SRR30673204,lineage1,lineage1.2.2.2,False,False,True
SRR30673205,lineage2,lineage2.2.1,False,False,True
SRR30673206,lineage2,lineage2.2.1,False,False,True
SRR30673207,lineage2,lineage2.2.2,False,False,True
SRR30673208,lineage4,lineage4.8,False,False,True
SRR30673209,lineage2,lineage2.2.1,False,False,True
SRR30673210,lineage1,lineage1.2.2.2,False,False,True
SRR30673211,lineage2,lineage2.2.2,False,False,True
SRR30673212,lineage2,lineage2.2.1,False,False,True
SRR30673213,lineage4,lineage4.1.2.1,False,False,True
SRR30673215,lineage4,lineage4.8.1,False,False,True
SRR30673216,lineage2,lineage2.2.1.1,False,False,True
SRR30673217,lineage2,lineage2.2.1,False,False,True
SRR30673218,lineage4,lineage4.1.1.3,False,False,True
SRR30673219,lineage1,lineage1.2.2.2,False,False,True
SRR30673550,lineage2,lineage2.2.2,False,False,True
SRR30673551,lineage3,lineage3.1.1,False,False,True
SRR30673552,lineage2,lineage2.2.1,False,False,True
SRR30673553,lineage4,lineage4.3.3,False,False,True
SRR30673554,lineage2,lineage2.2.1.1,False,False,True
SRR30673555,lineage2,lineage2.2.2,False,False,True
SRR30673556,lineage2,lineage2.2.1.1,False,False,True
SRR30673558,lineage2,lineage2.2.1,False,False,True
SRR30673559,lineage4,lineage4.1.2.1,False,False,True
SRR30673560,lineage3,lineage3.1.1,False,False,True
SRR30673561,lineage1,lineage1.2.2.2,False,False,True
SRR30673562,lineage1,lineage1.2.1.2,False,False,True
SRR30673563,lineage2,lineage2.2.1,False,False,True
SRR30673564,lineage4,lineage4.4.1.1,False,False,True
SRR30673565,lineage2,lineage2.2.1,False,False,True
SRR30673566,lineage4,lineage4.8.1,False,False,True
SRR30673567,lineage4,lineage4.4.1.1,False,False,True
SRR30673570,lineage4,lineage4.1.2,False,False,True
SRR30673571,lineage3,lineage3,False,False,True
SRR30673572,lineage3,lineage3.1.2,False,False,True
SRR30673573,lineage4,lineage4.3.3,False,False,True
SRR30673574,lineage4,lineage4.8.1,False,False,True
SRR30673575,lineage4,lineage4.1.1.2,False,False,True
SRR30673576,lineage2,lineage2.2.1,False,False,True
SRR30673577,lineage4,lineage4.3.2.1,False,False,True
SRR30673578,lineage3,lineage3.1.2,False,False,True
SRR30673579,lineage4,lineage4.1.1.3,False,False,True
SRR30673653,lineage2,lineage2.2.1,False,False,True
SRR30673654,lineage4,lineage4.4.1.1.1,False,False,True
SRR30673655,lineage4,lineage4.8,False,False,True
SRR30673656,lineage2,lineage2.2.1,False,False,True
SRR30673657,lineage3,lineage3.1.1,False,False,True
SRR30673658,lineage4,lineage4.4.1.1,False,False,True
SRR30673660,lineage4,lineage4.3.2.1,False,False,True
SRR30673661,lineage1,lineage1.2.2.2,False,False,True
SRR30673662,lineage4,lineage4.3.2,False,False,True
SRR30673663,lineage4,lineage4.3.3,False,False,True
SRR30673664,lineage1,lineage1.1.2,False,False,True
SRR30673665,lineage2,lineage2.2.1,False,False,True
SRR30673666,lineage2,lineage2.2.1,False,False,True
SRR30673667,lineage4,lineage4.1.2.1,False,False,True
SRR30673668,lineage4,lineage4.1.1.2,False,False,True
SRR30673669,lineage2,lineage2.2.1,False,False,True
SRR30673671,lineage2,lineage2.2.1,False,False,True
SRR30673672,lineage1,lineage1.2.2.2,False,False,True
SRR30673673,lineage4,lineage4.8,False,False,True
SRR30673674,lineage4,lineage4.4.1.1,False,False,True
SRR30673675,lineage2,lineage2.2.1,False,False,True
SRR30673676,lineage2,lineage2.2.1,False,False,True
SRR30673677,lineage2,lineage2.2.1,False,False,True
SRR30673678,lineage4,lineage4.1.1.3,False,False,True
SRR30673679,lineage4,lineage4.8,False,False,True
SRR30673680,lineage4,lineage4.1.2.1,False,False,True
SRR30673681,lineage2,lineage2.2.1,False,False,True
SRR30673682,lineage2,lineage2.2.1,False,False,True
SRR30673683,lineage4,lineage4.7,False,False,True
SRR30673685,lineage4,lineage4.3.3,False,False,True
SRR30673686,lineage2,lineage2.2.1.1,False,False,True
SRR30673687,lineage4,lineage4.8,False,False,True
SRR30673688,lineage2,lineage2.2.1,False,False,True
SRR30673689,lineage2,lineage2.2.1,False,False,True
SRR30673690,lineage2,lineage2.2.1,False,False,True
SRR30673691,lineage4,lineage4.3.4.1,False,False,True
SRR30673692,lineage4,lineage4.8,False,False,True
SRR30673693,lineage2,lineage2.2.1.1,False,False,True
SRR30673694,lineage2,lineage2.2.2,False,False,True
SRR30673696,lineage2,lineage2.2.1,False,False,True
SRR30673697,lineage2,lineage2.2.1,False,False,True
SRR30673698,lineage4,lineage4.4.1.1,False,False,True
SRR30673699,lineage4,lineage4.8.1,False,False,True
SRR30673700,lineage2,lineage2.2.1,False,False,True
SRR30673701,lineage4,lineage4.3.4.2.1,False,False,True
SRR30673702,lineage4,lineage4.1.2,False,False,True
SRR30673703,lineage4,lineage4.1.2.1,False,False,True
SRR30673704,lineage2,lineage2.2.1,False,False,True
SRR30673705,lineage2,lineage2.2.1,False,False,True
SRR30673707,lineage2,lineage2.2.1,False,False,True
SRR30673708,lineage4,lineage4.3.3,False,False,True
SRR30673709,lineage3,lineage3,False,False,True
SRR30673716,lineage4,lineage4.3.3,False,False,True
SRR30673717,lineage4,lineage4.3.3,False,False,True
SRR30673718,lineage2,lineage2.2.1,False,False,True
SRR30673719,lineage3,lineage3.1.1,False,False,True
SRR30673720,lineage4,lineage4.3.4.2,False,False,True
SRR30673722,lineage2,lineage2.2.1,False,False,True
SRR30673723,lineage4,lineage4.3.3,False,False,True
SRR30673724,lineage2,lineage2.2.1,False,False,True
SRR30673725,lineage2,lineage2.2.2,False,False,True
SRR30673726,lineage2,lineage2.2.2,False,False,True
SRR30673727,lineage1,lineage1.2.2.2,False,False,True
SRR30673728,lineage4,lineage4.3.3,False,False,True
SRR30673729,lineage4,lineage4.3.4.2.1,False,False,True
SRR30673730,lineage2,lineage2.2.1,False,False,True
SRR30673731,lineage4,lineage4.1.1.2,False,False,True
SRR30673733,lineage2,lineage2.2.1,False,False,True
SRR30673734,lineage2,lineage2.2.1,False,False,True
SRR30673735,lineage4,lineage4.8,False,False,True
SRR30673736,lineage4,lineage4.8.1,False,False,True
SRR30673737,lineage4,lineage4.1.1.1,False,False,True
SRR30673738,lineage2,lineage2.2.1,False,False,True
SRR30673739,lineage4,lineage4.3.2.1,False,False,True
SRR30673740,lineage4,lineage4.1.1.1,False,False,True
SRR30673741,lineage4,lineage4.3.4.2.1,False,False,True
SRR30673742,lineage4,lineage4.1.1.3,False,False,True
SRR30673744,lineage2,lineage2.2.1.1,False,False,True
SRR30673745,lineage2,lineage2.2.1,False,False,True
SRR30673746,lineage4,lineage4.8,False,False,True
SRR30673747,lineage4,lineage4.1.1.2,False,False,True
SRR32327442,lineage4,lineage4.3.3,False,False,True
SRR32327443,lineage2,lineage2.2.1,False,False,True
SRR32327444,lineage4,lineage4.1.2.1,False,False,True
SRR32327445,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327446,lineage4,lineage4.1.1.1,False,False,True
SRR32327447,lineage4,lineage4.1.2.1;lineage4.8,False,False,True
SRR32327448,lineage4,lineage4.1.2.1;lineage4.3.4.2.1,False,False,True
SRR32327449,lineage4,lineage4.1.2.1;lineage4.3.2.1,False,False,True
SRR32327450,lineage4,lineage4.1.2.1;lineage4.3.4.2.1,False,False,True
SRR32327452,lineage4,lineage4.1.2.1;lineage4.3.2.1,False,False,True
SRR32327453,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327454,lineage4,lineage4.4.1.1,False,False,True
SRR32327455,lineage4,lineage4.1.2.1,False,False,True
SRR32327456,lineage2,lineage2.2.1,False,False,True
SRR32327457,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327458,lineage2,lineage2.2.1,False,False,True
SRR32327459,lineage2,lineage2.2.1.1,False,False,True
SRR32327460,lineage4,lineage4.1.1.3,False,False,True
SRR32327461,lineage4,lineage4.3.2.1,False,False,True
SRR32327463,lineage2,lineage2.2.1.1,False,False,True
SRR32327464,lineage2,lineage2.2.1,False,False,True
SRR32327465,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327553,lineage4,lineage4.1.1,False,False,True
SRR32327554,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327555,lineage4,lineage4.1.1.2,False,False,True
SRR32327556,lineage4,lineage4.1.1.2,False,False,True
SRR32327557,lineage2,lineage2.2.1,False,False,True
SRR32327558,lineage2;lineage4,lineage2.2.1;lineage4.3.4.2.1,False,True,False
SRR32327559,lineage2,lineage2.2.1,False,False,True
SRR32327560,lineage4,lineage4.1.1.3,False,False,True
SRR32327561,lineage4,lineage4.3.2.1,False,False,True
SRR32327562,lineage4,lineage4.1.1.2,False,False,True
SRR32327564,lineage4,lineage4.3.2.1,False,False,True
SRR32327565,lineage3,lineage3.1.1,False,False,True
SRR32327566,lineage4,lineage4.9,False,False,True
SRR32327567,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327568,lineage4,lineage4.3.2.1,False,False,True
SRR32327569,lineage4,lineage4.3.4.1,False,False,True
SRR32327570,lineage1,lineage1.2.2.1,False,False,True
SRR32327571,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327572,lineage4,lineage4.4.1.1,False,False,True
SRR32327573,lineage4,lineage4.3.2.1,False,False,True
SRR32327575,lineage4,lineage4.1.1.1,False,False,True
SRR32327688,lineage4,lineage4.1.2.1,False,False,True
SRR32327689,lineage2,lineage2.2.1,False,False,True
SRR32327690,lineage2,lineage2.2.1,False,False,True
SRR32327691,lineage2,lineage2.2.1,False,False,True
SRR32327692,lineage4,lineage4.1.1.1,False,False,True
SRR32327693,lineage4,lineage4.1.1.1,False,False,True
SRR32327694,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327696,lineage4,lineage4.1.1.3,False,False,True
SRR32327697,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327698,lineage4,lineage4.1.1.3,False,False,True
SRR32327699,lineage4,lineage4.1.1.1,False,False,True
SRR32327700,lineage4,lineage4.1.1.1,False,False,True
SRR32327701,lineage4,lineage4.3.2.1,False,False,True
SRR32327702,lineage2,lineage2.2.1,False,False,True
SRR32327703,lineage4,lineage4.3.4.2,False,False,True
SRR32327704,lineage4,lineage4.3.4.2.1,False,False,True
SRR32327705,lineage4,lineage4.1.1.1,False,False,True
SRR32327708,lineage4,lineage4.1.2.1,False,False,True
SRR32327709,lineage3,lineage3.1.2,False,False,True
SRR32526015,lineage4,lineage4.9,False,False,True
SRR32526016,lineage4,lineage4.9,False,False,True
SRR32526017,lineage4,lineage4.9,False,False,True
SRR32526018,lineage4,lineage4.9,False,False,True
SRR32526019,lineage4,lineage4.9,False,False,True
SRR32526020,lineage4,lineage4.9,False,False,True
SRR32526021,lineage4,lineage4.9,False,False,True
SRR32526022,lineage4,lineage4.9,False,False,True
SRR32526023,lineage4,lineage4.9,False,False,True
SRR32526025,lineage4,lineage4.9,False,False,True
SRR32526026,lineage4,lineage4.9,False,False,True
SRR32526027,lineage4,lineage4.9,False,False,True
SRR32526028,lineage4,lineage4.9,False,False,True
SRR32526029,lineage4,lineage4.9,False,False,True
SRR32526030,lineage4,lineage4.9,False,False,True
SRR32526031,lineage4,lineage4.9,False,False,True
SRR32526032,lineage4,lineage4.9,False,False,True
SRR32526033,lineage4,lineage4.9,False,False,True
SRR32526034,lineage4,lineage4.9,False,False,True
SRR32526036,lineage4,lineage4.9,False,False,True
SRR32526037,lineage4,lineage4.9,False,False,True
SRR32526038,lineage4,lineage4.9,False,False,True
SRR32526040,lineage4,lineage4.9,False,False,True
SRR32526042,lineage4,lineage4.9,False,False,True
SRR32526043,lineage4,lineage4.9,False,False,True
SRR32526053,lineage4,lineage4.9,False,False,True
SRR32526055,lineage4,lineage4.9,False,False,True
SRR32526057,lineage4,lineage4.9,False,False,True
SRR32526058,lineage4,lineage4.9,False,False,True
SRR32526060,lineage4,lineage4.9,False,False,True
SRR32526070,lineage4,lineage4.9,False,False,True
SRR32526072,lineage4,lineage4.9,False,False,True
SRR32526074,lineage4,lineage4.9,False,False,True
SRR32526076,lineage4,lineage4.9,False,False,True
SRR32526079,lineage4,lineage4.9,False,False,True
SRR32526081,lineage4,lineage4.9,False,False,True
SRR32526082,lineage4,lineage4.9,False,False,True
SRR32526093,lineage4,lineage4.9,False,False,True
SRR32526097,lineage4,lineage4.9,False,False,True
SRR32526123,lineage4,lineage4.9,False,False,True
SRR32526125,lineage4,lineage4.9,False,False,True
SRR32526127,lineage4,lineage4.9,False,False,True
SRR32526178,lineage4,lineage4.9,False,False,True
SRR32526180,lineage4,lineage4.9,False,False,True
SRR32526185,lineage4,lineage4.9,False,False,True
SRR32526190,lineage4,lineage4.9,False,False,True
SRR32526191,lineage4,lineage4.9,False,False,True
SRR32526192,lineage4,lineage4.9,False,False,True
SRR32526193,lineage4,lineage4.9,False,False,True
SRR32526194,lineage4,lineage4.9,False,False,True
SRR32526195,lineage4,lineage4.9,False,False,True
SRR32526196,lineage4,lineage4.9,False,False,True
SRR32526197,lineage4,lineage4.9,False,False,True
SRR32526198,lineage4,lineage4.9,False,False,True
SRR32526200,lineage4,lineage4.9,False,False,True
SRR32526201,lineage4,lineage4.9,False,False,True
SRR32526202,lineage4,lineage4.9,False,False,True
SRR32526203,lineage4,lineage4.9,False,False,True
SRR32526204,lineage4,lineage4.9,False,False,True
SRR32526205,lineage4,lineage4.9,False,False,True
SRR32526207,lineage4,lineage4.9,False,False,True
SRR32526208,lineage4,lineage4.9,False,False,True
SRR32526211,lineage4,lineage4.9,False,False,True
SRR32526212,lineage4,lineage4.9,False,False,True
SRR32526213,lineage4,lineage4.9,False,False,True
SRR32526223,lineage4,lineage4.9,False,False,True
SRR32526227,lineage4,lineage4.9,False,False,True
SRR32526231,lineage4,lineage4.9,False,False,True
SRR32526233,lineage4,lineage4.9,False,False,True
SRR32526262,lineage4,lineage4.9,False,False,True
SRR32526263,lineage4,lineage4.9,False,False,True
SRR32526265,lineage4,lineage4.9,False,False,True
SRR32526268,lineage4,lineage4.9,False,False,True
SRR32526269,lineage4,lineage4.9,False,False,True
SRR32526270,lineage4,lineage4.9,False,False,True
SRR32526272,lineage4,lineage4.9,False,False,True
SRR32526273,lineage4,lineage4.9,False,False,True
SRR32526293,lineage4,lineage4.9,False,False,True
SRR32526295,lineage4,lineage4.9,False,False,True
SRR32526296,lineage4,lineage4.9,False,False,True
SRR32526297,lineage4,lineage4.9,False,False,True
SRR32526358,lineage4,lineage4.9,False,False,True
SRR32526360,lineage4,lineage4.9,False,False,True
SRR32526362,lineage4,lineage4.9,False,False,True
SRR32526376,lineage4,lineage4.9,False,False,True
SRR32526377,lineage4,lineage4.9,False,False,True
SRR32526379,lineage4,lineage4.9,False,False,True
SRR32526382,lineage4,lineage4.9,False,False,True
SRR32526383,lineage4,lineage4.9,False,False,True
SRR32526385,lineage4,lineage4.9,False,False,True
SRR32526387,lineage4,lineage4.9,False,False,True
SRR32526388,lineage4,lineage4.9,False,False,True
SRR32526390,lineage4,lineage4.9,False,False,True
SRR32526394,lineage4,lineage4.9,False,False,True
SRR32526395,lineage4,lineage4.9,False,False,True
SRR32526397,lineage4,lineage4.9,False,False,True
SRR32526419,lineage4,lineage4.9,False,False,True
SRR32526421,lineage4,lineage4.9,False,False,True
SRR32526422,lineage4,lineage4.9,False,False,True
SRR32526424,lineage4,lineage4.9,False,False,True
SRR32526426,lineage4,lineage4.9,False,False,True
SRR32526428,lineage4,lineage4.9,False,False,True
SRR32526430,lineage4,lineage4.9,False,False,True
SRR32526432,lineage4,lineage4.9,False,False,True
SRR32526434,lineage4,lineage4.9,False,False,True
SRR32526437,lineage4,lineage4.9,False,False,True
SRR32526439,lineage4,lineage4.9,False,False,True
SRR32526441,lineage4,lineage4.9,False,False,True
SRR32526443,lineage4,lineage4.9,False,False,True
SRR32526445,lineage4,lineage4.9,False,False,True
SRR32526525,lineage4,lineage4.9,False,False,True
SRR32526526,lineage4,lineage4.9,False,False,True
SRR32526527,lineage4,lineage4.9,False,False,True
SRR32526544,lineage4,lineage4.9,False,False,True
SRR32526547,lineage4,lineage4.9,False,False,True
SRR32526550,lineage4,lineage4.9,False,False,True
SRR32526552,lineage4,lineage4.9,False,False,True
SRR32526558,lineage4,lineage4.9,False,False,True
SRR32526568,lineage4,lineage4.9,False,False,True
SRR32526570,lineage4,lineage4.9,False,False,True
SRR32526571,lineage4,lineage4.9,False,False,True
SRR32526572,lineage4,lineage4.9,False,False,True
SRR32526573,lineage4,lineage4.9,False,False,True
SRR32526574,lineage4,lineage4.9,False,False,True
SRR32526577,lineage4,lineage4.9,False,False,True
SRR32526579,lineage4,lineage4.9,False,False,True
SRR32526580,lineage4,lineage4.9,False,False,True
SRR32526581,lineage4,lineage4.9,False,False,True
SRR32526583,lineage4,lineage4.9,False,False,True
SRR32526585,lineage4,lineage4.9,False,False,True
SRR32526683,lineage4,lineage4.9,False,False,True
SRR32526688,lineage4,lineage4.9,False,False,True
SRR32526690,lineage4,lineage4.9,False,False,True
SRR32526692,lineage4,lineage4.9,False,False,True
SRR32526693,lineage4,lineage4.9,False,False,True
SRR32526695,lineage4,lineage4.9,False,False,True
SRR32861811,lineage4,lineage4.2.2.2,False,False,True
SRR32861812,lineage4,lineage4.8,False,False,True
SRR32861813,lineage3,lineage3.1.1,False,False,True
SRR32861814,lineage3,lineage3,False,False,True
SRR32861815,lineage4,lineage4.2.2.2,False,False,True
SRR32861816,lineage3,lineage3.1.1,False,False,True
SRR32861830,lineage3,lineage3,False,False,True
SRR32861831,lineage4,lineage4.2.2.2,False,False,True
SRR32861832,lineage4,lineage4.6.3,False,False,True
SRR32861833,lineage4,lineage4.6.5,False,False,True
SRR32861834,lineage4,lineage4.6.5,False,False,True
SRR32861835,lineage4,lineage4.1.2.1,False,False,True
SRR32861836,lineage4,lineage4.2.2.2,False,False,True
SRR32861837,lineage4,lineage4.6.3,False,False,True
SRR32861838,lineage3,lineage3,False,False,True
SRR32861839,lineage3,lineage3.1.1,False,False,True
SRR32861841,lineage4,lineage4.2.2.2,False,False,True
SRR33015687,lineage4,lineage4.2.2.2,False,False,True
SRR33015688,lineage4,lineage4.2.2.2,False,False,True
SRR33015689,lineage4,lineage4.1.2.1,False,False,True
SRR33015690,lineage7,lineage7,False,False,True
SRR33015691,lineage4,lineage4.2.2.2,False,False,True
SRR33015692,lineage4,lineage4.2.2.2,False,False,True
SRR33015693,lineage3,lineage3,False,False,True
SRR33015694,lineage4,lineage4.6.3,False,False,True
SRR33015695,lineage4,lineage4.2.2.2,False,False,True
SRR33015696,lineage4,lineage4.2.2.2,False,False,True
SRR33383892,lineage4,lineage4.1.2.1,False,False,True
SRR33383893,Unknown,Unknown,True,False,False
SRR33383894,lineage2,lineage2.2.1,False,False,True
SRR33383895,lineage2,lineage2.2.1,False,False,True
SRR33383896,lineage4,lineage4.3.3,False,False,True
SRR33383897,lineage4,lineage4.3.3,False,False,True
SRR33383898,lineage4,lineage4.3.3,False,False,True
SRR33383899,lineage4,lineage4.8.1,False,False,True
SRR33383900,lineage4,lineage4.3.3,False,False,True
SRR33383901,lineage4,lineage4.3.3,False,False,True
SRR33383902,lineage4,lineage4.1.1.3,False,False,True
SRR33383903,lineage4,lineage4.3.2.1,False,False,True
SRR33383904,lineage4,lineage4.1.1.3,False,False,True
SRR33383905,lineage4,lineage4.3.3,False,False,True
SRR33383906,lineage4,lineage4.3.3,False,False,True
SRR33383907,lineage2,lineage2.2.2,False,False,True
SRR33383908,lineage2,lineage2.2.2,False,False,True
SRR33383909,lineage4,lineage4.4.1.1,False,False,True
SRR33383910,lineage4,lineage4.4.1.1.1,False,False,True
SRR33383911,lineage2,lineage2.2.1,False,False,True
SRR33383912,lineage4,lineage4.3.3,False,False,True
SRR33383913,lineage4,lineage4.4.1.1,False,False,True
SRR33383914,lineage4,lineage4.3.3,False,False,True
SRR33383915,lineage4,lineage4.3.2.1,False,False,True
SRR33383916,lineage4,lineage4.4.1.1.1,False,False,True
SRR33383917,lineage4,lineage4.3.3,False,False,True
SRR33383918,lineage1,lineage1.1.3.2,False,False,True
SRR33383919,lineage4,lineage4.3.3,False,False,True
SRR33383920,lineage4,lineage4.3.3,False,False,True
SRR33383921,lineage4,lineage4.1.1.3,False,False,True
SRR33383922,lineage4,lineage4.3.3,False,False,True
SRR33383923,lineage4,lineage4.4.1.1,False,False,True
SRR33383924,lineage4,lineage4.3.3,False,False,True
SRR33383925,lineage1,lineage1.2.2.2,False,False,True
SRR33383926,lineage4,lineage4.4.1.1.1,False,False,True
SRR33383927,lineage4,lineage4.4.1.1.1,False,False,True
SRR33383928,lineage4,lineage4.3.3,False,False,True
SRR33383929,lineage2,lineage2.2.1,False,False,True
SRR33383930,lineage2,lineage2.2.2,False,False,True
SRR33383931,lineage4,lineage4.3.3,False,False,True
SRR33383932,lineage4,lineage4.3.3,False,False,True
SRR33383933,Unknown,Unknown,True,False,False
SRR33383934,Unknown,Unknown,True,False,False
SRR33383935,lineage4,lineage4.3.3,False,False,True
SRR33383936,lineage4,lineage4.1.1.3,False,False,True
SRR33383937,lineage4,lineage4.4.1.1.1,False,False,True
SRR33383938,lineage4,lineage4.4.1.1.1,False,False,True
SRR33383939,lineage4,lineage4.3.3,False,False,True
SRR33383940,lineage2,lineage2.2.2,False,False,True
SRR33383941,lineage4,lineage4.4.1.1.1,False,False,True
SRR33383942,lineage2,lineage2.2.1,False,False,True
SRR33383943,lineage2,lineage2.2.2,False,False,True
SRR33383944,Unknown,Unknown,True,False,False
SRR33383945,lineage2,lineage2.2.1,False,False,True
SRR33383946,lineage2,lineage2.2.2,False,False,True
SRR33383947,lineage4,lineage4.3.3,False,False,True
SRR33383948,lineage4,lineage4.1.1.3,False,False,True
SRR33383949,lineage4,lineage4.4.1.1,False,False,True
