sample_id,main_lineage,sub_lineage,is_unknown_lineage,is_compound_lineage,stratifiable_single_lineage
SRR33383950,lineage4,lineage4.1.1.3,False,False,True
SRR33383951,lineage2,lineage2.2.1,False,False,True
SRR33383952,lineage2,lineage2.2.2,False,False,True
SRR33383953,lineage4,lineage4.1.1.3,False,False,True
SRR33383954,lineage4,lineage4.3.3,False,False,True
SRR33383955,lineage4,lineage4.3.3,False,False,True
SRR33383956,lineage2,lineage2.2.2,False,False,True
SRR33383957,lineage4,lineage4.3.3,False,False,True
SRR33383958,lineage4,lineage4.3.3,False,False,True
SRR33383959,lineage2,lineage2.2.1,False,False,True
SRR33383960,lineage4,lineage4.3.3,False,False,True
SRR33383961,lineage4,lineage4.1.1.1,False,False,True
SRR33383962,lineage2,lineage2.2.2,False,False,True
SRR33383963,lineage2,lineage2.2.2,False,False,True
SRR33383964,lineage4,lineage4.3.3,False,False,True
SRR33383965,lineage4,lineage4.3.3,False,False,True
SRR33383966,lineage4,lineage4.3.3,False,False,True
SRR33383967,lineage4,lineage4.3.3,False,False,True
SRR33383968,lineage1,lineage1.2.2.2,False,False,True
SRR33383969,lineage2,lineage2.2.2,False,False,True
SRR33383970,lineage2,lineage2.2.1,False,False,True
SRR33383971,lineage4,lineage4.8.1,False,False,True
SRR33383972,lineage4,lineage4.8.1,False,False,True
SRR33383973,lineage4,lineage4.1.2,False,False,True
SRR33383974,lineage4,lineage4.1.2.1,False,False,True
SRR33383975,lineage4,lineage4.4.1.1.1,False,False,True
SRR33383976,lineage4,lineage4.3.3,False,False,True
SRR33383977,lineage4,lineage4.4.1.1.1,False,False,True
SRR33383978,lineage2,lineage2.2.2,False,False,True
SRR33383979,lineage2,lineage2.2.2,False,False,True
SRR33383980,lineage2,lineage2.2.2,False,False,True
SRR33383981,lineage4,lineage4.1.1.3,False,False,True
SRR33383982,lineage4,lineage4.3.3,False,False,True
SRR33383983,lineage2,lineage2.2.1,False,False,True
SRR33383984,lineage4,lineage4.3.3,False,False,True
SRR33383985,lineage4,lineage4.8.1,False,False,True
SRR33383986,lineage4,lineage4.4.1.1,False,False,True
SRR33383987,lineage4,lineage4.1.1.3,False,False,True
SRR33383988,lineage4,lineage4.1.1.3,False,False,True
SRR33383989,lineage4,lineage4.9,False,False,True
SRR33383990,lineage4,lineage4.4.1.1,False,False,True
SRR33383991,Unknown,Unknown,True,False,False
SRR33383992,lineage4,lineage4.3.3,False,False,True
SRR33383993,lineage4,lineage4.9,False,False,True
SRR33383994,lineage4,lineage4.3.3,False,False,True
SRR33383995,lineage4,lineage4.1.2,False,False,True
SRR33383996,lineage4,lineage4.3.3,False,False,True
SRR33383997,lineage4,lineage4.3.3,False,False,True
SRR33383998,Unknown,Unknown,True,False,False
SRR33383999,lineage4,lineage4.1.2.1,False,False,True
SRR33384000,lineage4,lineage4.3.3,False,False,True
SRR33384001,lineage4,lineage4.1.1.3,False,False,True
SRR33384002,lineage2,lineage2.2.2,False,False,True
SRR33384003,lineage4,lineage4.8,False,False,True
SRR33384004,lineage4,lineage4.8.1,False,False,True
SRR33384005,lineage4,lineage4.7,False,False,True
SRR33384006,lineage2,lineage2.2.2,False,False,True
SRR33384007,lineage4,lineage4.1.1,False,False,True
SRR33384008,lineage4,lineage4.3.3,False,False,True
SRR33384009,lineage4,lineage4.3.3,False,False,True
SRR33384010,lineage4,lineage4.3.3,False,False,True
SRR33384011,lineage4,lineage4.3.3,False,False,True
SRR33384012,lineage4,lineage4.8,False,False,True
SRR33384013,lineage2,lineage2.2.2,False,False,True
SRR33384014,lineage4,lineage4.3.3,False,False,True
SRR33384015,lineage3,lineage3.1.1,False,False,True
SRR33384016,lineage4,lineage4.3.3,False,False,True
SRR33384017,lineage4,lineage4.3.3,False,False,True
SRR33384018,lineage4,lineage4.7,False,False,True
SRR33384019,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384020,lineage4,lineage4.3.3,False,False,True
SRR33384021,lineage4,lineage4.3.3,False,False,True
SRR33384022,lineage4,lineage4.3.3,False,False,True
SRR33384023,lineage4,lineage4.4.1.1,False,False,True
SRR33384024,lineage2,lineage2.2.2,False,False,True
SRR33384025,lineage4,lineage4.3.3,False,False,True
SRR33384026,Unknown,Unknown,True,False,False
SRR33384027,lineage4,lineage4.8.1,False,False,True
SRR33384028,Unknown,Unknown,True,False,False
SRR33384029,lineage4,lineage4.4.1.1,False,False,True
SRR33384030,lineage4,lineage4.3.3,False,False,True
SRR33384031,lineage4,lineage4.4.1.1,False,False,True
SRR33384032,lineage4,lineage4.3.3,False,False,True
SRR33384033,lineage4,lineage4.3.3,False,False,True
SRR33384034,lineage4,lineage4.3.3,False,False,True
SRR33384035,lineage2,lineage2.2.2,False,False,True
SRR33384036,lineage4,lineage4.3.3,False,False,True
SRR33384037,lineage2,lineage2.2.2,False,False,True
SRR33384038,Unknown,Unknown,True,False,False
SRR33384039,lineage4,lineage4.3.3,False,False,True
SRR33384040,lineage4,lineage4.8.1,False,False,True
SRR33384042,lineage4,lineage4.1.2.1,False,False,True
SRR33384043,lineage4,lineage4.3.3,False,False,True
SRR33384044,Unknown,Unknown,True,False,False
SRR33384045,lineage4,lineage4.3.2.1,False,False,True
SRR33384046,lineage2,lineage2.2.2,False,False,True
SRR33384047,Unknown,Unknown,True,False,False
SRR33384048,lineage4,lineage4.3.3,False,False,True
SRR33384049,lineage2,lineage2.2.2,False,False,True
SRR33384050,lineage4,lineage4.3.3,False,False,True
SRR33384051,lineage3,lineage3.1.1,False,False,True
SRR33384052,lineage2,lineage2.2.2,False,False,True
SRR33384053,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384054,lineage4,lineage4.3.3,False,False,True
SRR33384055,lineage1,lineage1.2.2.2,False,False,True
SRR33384056,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384057,lineage1,lineage1.2.2.2,False,False,True
SRR33384058,lineage4,lineage4.3.3,False,False,True
SRR33384059,lineage4,lineage4.3,False,False,True
SRR33384060,lineage3,lineage3,False,False,True
SRR33384061,lineage4,lineage4.1.2.1,False,False,True
SRR33384062,lineage4,lineage4.3.3,False,False,True
SRR33384063,lineage4,lineage4.3.2.1,False,False,True
SRR33384064,lineage2,lineage2.2.1,False,False,True
SRR33384065,lineage4,lineage4.3.3,False,False,True
SRR33384066,lineage2,lineage2.2.2,False,False,True
SRR33384067,lineage4,lineage4.3.3,False,False,True
SRR33384068,lineage4,lineage4.3.3,False,False,True
SRR33384069,lineage4,lineage4.3.3,False,False,True
SRR33384070,lineage2,lineage2.2.1,False,False,True
SRR33384071,lineage4,lineage4.3.3,False,False,True
SRR33384072,lineage4,lineage4.3.3,False,False,True
SRR33384073,lineage4,lineage4.3.3,False,False,True
SRR33384074,lineage4,lineage4.8,False,False,True
SRR33384075,lineage4,lineage4.3.4.2.1,False,False,True
SRR33384076,lineage1,lineage1.2.2.2,False,False,True
SRR33384077,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384078,lineage2;lineage4,lineage2.2.1;lineage4.4.1.1,False,True,False
SRR33384079,lineage4,lineage4.8.1,False,False,True
SRR33384080,lineage4,lineage4.3.3,False,False,True
SRR33384081,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384082,lineage4,lineage4.4.1.1,False,False,True
SRR33384083,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384084,lineage2,lineage2.2.1,False,False,True
SRR33384085,lineage4,lineage4.4.1.1,False,False,True
SRR33384086,lineage4,lineage4.3.3,False,False,True
SRR33384087,lineage2,lineage2.2.2,False,False,True
SRR33384088,lineage1,lineage1.2.2.2,False,False,True
SRR33384089,lineage4,lineage4.8,False,False,True
SRR33384090,lineage1,lineage1.2.2.2,False,False,True
SRR33384091,lineage2,lineage2.2.2,False,False,True
SRR33384092,lineage4,lineage4.8,False,False,True
SRR33384093,lineage2,lineage2.2.2,False,False,True
SRR33384094,lineage4,lineage4.3.3,False,False,True
SRR33384095,lineage4,lineage4.3.3,False,False,True
SRR33384096,lineage4,lineage4.3.3,False,False,True
SRR33384097,lineage2,lineage2.2.2,False,False,True
SRR33384098,lineage4,lineage4.3.3,False,False,True
SRR33384099,lineage4,lineage4.3.3,False,False,True
SRR33384100,lineage4,lineage4.8.1,False,False,True
SRR33384101,lineage2,lineage2.2.1,False,False,True
SRR33384102,lineage4,lineage4.8.1,False,False,True
SRR33384103,lineage2,lineage2.2.1,False,False,True
SRR33384104,lineage4,lineage4.3.3,False,False,True
SRR33384105,lineage4,lineage4.8.1,False,False,True
SRR33384106,lineage4,lineage4.3.3,False,False,True
SRR33384107,lineage4,lineage4.3.3,False,False,True
SRR33384108,lineage1,lineage1.2.2.2,False,False,True
SRR33384109,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384110,lineage4,lineage4.3.3,False,False,True
SRR33384111,lineage2,lineage2.2.1,False,False,True
SRR33384112,lineage4,lineage4.1.1.3;lineage4.4.1.1.1,False,False,True
SRR33384113,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384114,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384115,lineage4,lineage4.3.2.1,False,False,True
SRR33384116,lineage4,lineage4.1.2.1,False,False,True
SRR33384117,lineage2,lineage2.2.1,False,False,True
SRR33384118,lineage4,lineage4.8.1,False,False,True
SRR33384119,lineage4,lineage4.3.3,False,False,True
SRR33384120,lineage2,lineage2.2.2,False,False,True
SRR33384121,lineage4,lineage4.3.3,False,False,True
SRR33384122,lineage2,lineage2.2.1,False,False,True
SRR33384123,lineage4,lineage4.1.2,False,False,True
SRR33384124,lineage4,lineage4.3.3,False,False,True
SRR33384125,lineage4,lineage4.1.1.3,False,False,True
SRR33384126,lineage4,lineage4.1.1.3,False,False,True
SRR33384127,lineage4,lineage4.8.1,False,False,True
SRR33384128,lineage4,lineage4.3.3,False,False,True
SRR33384129,lineage4,lineage4.3.3,False,False,True
SRR33384130,lineage4,lineage4.1.1.3,False,False,True
SRR33384131,lineage4,lineage4.3.3,False,False,True
SRR33384132,lineage4,lineage4.3.3,False,False,True
SRR33384133,lineage4,lineage4.3.3,False,False,True
SRR33384134,lineage2,lineage2.2.2,False,False,True
SRR33384135,Unknown,Unknown,True,False,False
SRR33384136,lineage4,lineage4.3.3,False,False,True
SRR33384137,lineage4,lineage4.4.1.1,False,False,True
SRR33384138,lineage2,lineage2.2.2,False,False,True
SRR33384139,lineage4,lineage4.3.3,False,False,True
SRR33384140,lineage4,lineage4.3.2.1,False,False,True
SRR33384141,lineage4,lineage4.1.2.1,False,False,True
SRR33384142,lineage4,lineage4.4.1.1,False,False,True
SRR33384143,lineage4,lineage4.3.3,False,False,True
SRR33384144,lineage2,lineage2.2.2,False,False,True
SRR33384145,lineage4,lineage4.1.1.1,False,False,True
SRR33384146,lineage1,lineage1.2.2.2,False,False,True
SRR33384147,lineage2,lineage2.2.2,False,False,True
SRR33384148,lineage2,lineage2.2.2,False,False,True
SRR33384149,lineage4,lineage4.3.3,False,False,True
SRR33384150,lineage4,lineage4.3.3,False,False,True
SRR33384151,lineage2,lineage2.2.2,False,False,True
SRR33384152,lineage4,lineage4.8,False,False,True
SRR33384153,lineage2,lineage2.2.2,False,False,True
SRR33384154,lineage2,lineage2.2.1,False,False,True
SRR33384155,lineage2,lineage2.2.2,False,False,True
SRR33384156,lineage4,lineage4.3.3,False,False,True
SRR33384157,lineage4,lineage4.1.2.1,False,False,True
SRR33384158,lineage2,lineage2.2.2,False,False,True
SRR33384159,lineage4,lineage4.1.2.1,False,False,True
SRR33384160,lineage4,lineage4.8,False,False,True
SRR33384161,lineage4,lineage4.3.3,False,False,True
SRR33384162,lineage2,lineage2.2.1,False,False,True
SRR33384163,lineage4,lineage4.1.2.1,False,False,True
SRR33384164,lineage2,lineage2.2.2,False,False,True
SRR33384165,lineage4,lineage4.8,False,False,True
SRR33384166,lineage2,lineage2.2.2,False,False,True
SRR33384167,lineage4,lineage4.3.3,False,False,True
SRR33384168,lineage2,lineage2.2.2,False,False,True
SRR33384169,lineage2,lineage2.2.2,False,False,True
SRR33384170,lineage4,lineage4.1.1.3,False,False,True
SRR33384171,lineage4,lineage4.3.3,False,False,True
SRR33384172,lineage4,lineage4.3.3,False,False,True
SRR33384173,lineage4,lineage4.8.1,False,False,True
SRR33384174,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384175,lineage2,lineage2.2.2,False,False,True
SRR33384176,lineage4,lineage4.3.4.2,False,False,True
SRR33384177,lineage4,lineage4.7,False,False,True
SRR33384178,lineage4,lineage4.3.3,False,False,True
SRR33384179,lineage2,lineage2.2.2,False,False,True
SRR33384180,lineage4,lineage4.1.1.3,False,False,True
SRR33384181,lineage4,lineage4.3.3,False,False,True
SRR33384182,Unknown,Unknown,True,False,False
SRR33384183,lineage2,lineage2.2.2,False,False,True
SRR33384184,lineage2,lineage2.2.2,False,False,True
SRR33384185,lineage4,lineage4.3.3,False,False,True
SRR33384186,lineage4,lineage4.8.1,False,False,True
SRR33384187,lineage4,lineage4.3.3,False,False,True
SRR33384188,lineage4,lineage4.3.3,False,False,True
SRR33384189,lineage4,lineage4.4.1.1,False,False,True
SRR33384190,lineage4,lineage4.3.3,False,False,True
SRR33384191,lineage2,lineage2.2.1,False,False,True
SRR33384192,lineage2,lineage2.2.2,False,False,True
SRR33384193,lineage2,lineage2.2.1,False,False,True
SRR33384194,lineage4,lineage4.1.1.3,False,False,True
SRR33384195,lineage4,lineage4.3.3,False,False,True
SRR33384196,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384197,lineage2,lineage2.2.2,False,False,True
SRR33384198,lineage4,lineage4.3.3,False,False,True
SRR33384199,lineage2,lineage2.2.2,False,False,True
SRR33384200,lineage1,lineage1.1.3.2,False,False,True
SRR33384201,lineage4,lineage4.3.3,False,False,True
SRR33384202,lineage4,lineage4.3.3,False,False,True
SRR33384203,lineage3,lineage3.1.1,False,False,True
SRR33384204,lineage2;lineage4,lineage2.2.1.1;lineage4.1.1.1,False,True,False
SRR33384205,lineage4,lineage4.8,False,False,True
SRR33384206,lineage4,lineage4.8.1,False,False,True
SRR33384207,lineage4,lineage4.3.3,False,False,True
SRR33384208,lineage4,lineage4.3.3,False,False,True
SRR33384209,lineage4,lineage4.4.1.1,False,False,True
SRR33384210,lineage4,lineage4.4.1.1,False,False,True
SRR33384211,lineage4,lineage4.8,False,False,True
SRR33384212,lineage4,lineage4.1.1.3,False,False,True
SRR33384213,lineage4,lineage4.9,False,False,True
SRR33384214,lineage2,lineage2.2.2,False,False,True
SRR33384215,lineage4,lineage4.8,False,False,True
SRR33384216,lineage4,lineage4.3.3,False,False,True
SRR33384217,lineage4,lineage4.9,False,False,True
SRR33384218,lineage4,lineage4.1.2.1,False,False,True
SRR33384219,lineage4,lineage4.3.3,False,False,True
SRR33384220,lineage2,lineage2.2.1,False,False,True
SRR33384221,lineage3,lineage3.1.1,False,False,True
SRR33384222,lineage4,lineage4.3.3,False,False,True
SRR33384223,lineage4,lineage4.1.1.1,False,False,True
SRR33384224,lineage2,lineage2.2.2,False,False,True
SRR33384225,lineage4,lineage4.3.3,False,False,True
SRR33384226,lineage4,lineage4.3.3,False,False,True
SRR33384227,lineage2,lineage2.2.2,False,False,True
SRR33384228,lineage4,lineage4.4.1.1,False,False,True
SRR33384229,lineage1,lineage1.2.2.2,False,False,True
SRR33384230,lineage4,lineage4.9,False,False,True
SRR33384231,lineage2,lineage2.2.2,False,False,True
SRR33384232,lineage2,lineage2.2.2,False,False,True
SRR33384233,lineage2,lineage2.2.2,False,False,True
SRR33384234,lineage2,lineage2.2.2,False,False,True
SRR33384235,lineage4,lineage4.4.1.1,False,False,True
SRR33384236,lineage2,lineage2.2.1,False,False,True
SRR33384237,lineage4,lineage4.3.3,False,False,True
SRR33384238,lineage2,lineage2.2.2,False,False,True
SRR33384239,lineage2,lineage2.2.2,False,False,True
SRR33384240,lineage2,lineage2.2.2,False,False,True
SRR33384241,lineage2,lineage2.2.1,False,False,True
SRR33384242,lineage4,lineage4.4.1.1,False,False,True
SRR33384243,lineage2,lineage2.2.2,False,False,True
SRR33384244,lineage4,lineage4.3.3,False,False,True
SRR33384245,lineage2,lineage2.2.2,False,False,True
SRR33384246,lineage4,lineage4.4.1.1,False,False,True
SRR33384247,lineage2,lineage2.2.2,False,False,True
SRR33384248,lineage4,lineage4.3.3,False,False,True
SRR33384249,lineage4,lineage4.3.3,False,False,True
SRR33384250,lineage4,lineage4.4.1.1,False,False,True
SRR33384251,lineage2,lineage2.2.2,False,False,True
SRR33384252,lineage2,lineage2.2.1,False,False,True
SRR33384253,lineage2,lineage2.2.2,False,False,True
SRR33384254,lineage2,lineage2.2.1,False,False,True
SRR33384255,lineage4,lineage4.1.1.3,False,False,True
SRR33384256,lineage4,lineage4.3.4.2,False,False,True
SRR33384257,lineage4,lineage4.1.1.1,False,False,True
SRR33384258,lineage4,lineage4.3.3,False,False,True
SRR33384259,lineage4,lineage4.3.3,False,False,True
SRR33384260,lineage4,lineage4.3.3,False,False,True
SRR33384261,lineage1,lineage1.2.2.2,False,False,True
SRR33384262,lineage2,lineage2.2.2,False,False,True
SRR33384263,lineage4,lineage4.4.1.1,False,False,True
SRR33384264,lineage4,lineage4.3.3,False,False,True
SRR33384265,lineage4,lineage4.4.1.1,False,False,True
SRR33384266,lineage4,lineage4.3.3,False,False,True
SRR33384267,lineage4,lineage4.3.3,False,False,True
SRR33384268,lineage4,lineage4.3.3,False,False,True
SRR33384269,lineage4,lineage4.3.3,False,False,True
SRR33384270,lineage4,lineage4.3.3,False,False,True
SRR33384271,lineage4,lineage4.3.3,False,False,True
SRR33384272,lineage4,lineage4.4.1.1,False,False,True
SRR33384273,lineage2,lineage2.2.2,False,False,True
SRR33384274,lineage4,lineage4.3.3,False,False,True
SRR33384275,lineage4,lineage4.3.3,False,False,True
SRR33384276,lineage2,lineage2.2.2,False,False,True
SRR33384277,lineage4,lineage4.3.3,False,False,True
SRR33384278,lineage4,lineage4.3.3,False,False,True
SRR33384279,lineage4,lineage4.3.3,False,False,True
SRR33384280,lineage3,lineage3.1.1,False,False,True
SRR33384281,lineage4,lineage4.3.3,False,False,True
SRR33384282,lineage2,lineage2.2.2,False,False,True
SRR33384283,lineage2,lineage2.2.2,False,False,True
SRR33384284,lineage4,lineage4.4.1.1,False,False,True
SRR33384285,lineage2,lineage2.2.2,False,False,True
SRR33384286,lineage2,lineage2.2.2,False,False,True
SRR33384287,lineage2,lineage2.2.1,False,False,True
SRR33384288,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384289,lineage2,lineage2.2.1,False,False,True
SRR33384290,lineage4,lineage4.4.1.1,False,False,True
SRR33384291,lineage4,lineage4.3.3,False,False,True
SRR33384292,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384293,lineage4,lineage4.3.2.1,False,False,True
SRR33384294,lineage4,lineage4.4.1.1,False,False,True
SRR33384295,Unknown,Unknown,True,False,False
SRR33384296,lineage4,lineage4.3.3,False,False,True
SRR33384297,lineage4,lineage4.3.3,False,False,True
SRR33384298,lineage2,lineage2.2.1,False,False,True
SRR33384299,lineage4,lineage4.4.1.1,False,False,True
SRR33384300,lineage4,lineage4.8.1,False,False,True
SRR33384301,lineage4,lineage4.3.3,False,False,True
SRR33384302,lineage4,lineage4.3.3,False,False,True
SRR33384303,lineage4,lineage4.3.3,False,False,True
SRR33384304,lineage4,lineage4.8,False,False,True
SRR33384305,lineage4,lineage4.1.1.3,False,False,True
SRR33384306,lineage4,lineage4.3.3,False,False,True
SRR33384307,lineage2,lineage2.2.2,False,False,True
SRR33384308,lineage4,lineage4.3.3,False,False,True
SRR33384309,lineage2,lineage2.2.2,False,False,True
SRR33384310,lineage2,lineage2.2.1,False,False,True
SRR33384311,lineage4,lineage4.3.3,False,False,True
SRR33384312,lineage4,lineage4.8.1,False,False,True
SRR33384313,lineage2,lineage2.2.2,False,False,True
SRR33384314,lineage4,lineage4.3.3,False,False,True
SRR33384315,lineage2,lineage2.2.2,False,False,True
SRR33384316,lineage2,lineage2.2.2,False,False,True
SRR33384317,lineage2,lineage2.2.2,False,False,True
SRR33384318,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384319,lineage4,lineage4.4.1.1,False,False,True
SRR33384320,lineage4,lineage4.3.2.1,False,False,True
SRR33384321,lineage4,lineage4.9,False,False,True
SRR33384322,lineage2,lineage2.2.1,False,False,True
SRR33384323,lineage4,lineage4.4.1.1,False,False,True
SRR33384324,lineage4,lineage4.4.1.1,False,False,True
SRR33384325,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384326,lineage4,lineage4.1.2.1,False,False,True
SRR33384327,lineage2,lineage2.2.2,False,False,True
SRR33384328,lineage4,lineage4.9,False,False,True
SRR33384329,lineage2,lineage2.2.1,False,False,True
SRR33384330,lineage4,lineage4.3.3,False,False,True
SRR33384331,lineage3,lineage3.1.1,False,False,True
SRR33384332,Unknown,Unknown,True,False,False
SRR33384333,lineage2,lineage2.2.1,False,False,True
SRR33384334,lineage4,lineage4.3.3,False,False,True
SRR33384335,lineage2,lineage2.2.1,False,False,True
SRR33384336,lineage4,lineage4.4.1.1,False,False,True
SRR33384337,lineage4,lineage4.3.4.2,False,False,True
SRR33384338,lineage4,lineage4.3.3,False,False,True
SRR33384339,lineage4,lineage4.3.3,False,False,True
SRR33384340,lineage4,lineage4.3.3,False,False,True
SRR33384341,lineage4,lineage4.3.3,False,False,True
SRR33384342,lineage4,lineage4.4.1.1,False,False,True
SRR33384343,lineage4,lineage4.8,False,False,True
SRR33384344,lineage2,lineage2.2.2,False,False,True
SRR33384345,lineage2,lineage2.2.2,False,False,True
SRR33384346,lineage4,lineage4.3.3,False,False,True
SRR33384347,lineage2,lineage2.2.1,False,False,True
SRR33384348,lineage3,lineage3,False,False,True
SRR33384349,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384350,lineage2,lineage2.2.2,False,False,True
SRR33384351,lineage2,lineage2.2.2,False,False,True
SRR33384352,lineage2,lineage2.2.2,False,False,True
SRR33384353,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384354,lineage4,lineage4.3.3,False,False,True
SRR33384355,lineage4,lineage4.3.3,False,False,True
SRR33384356,lineage4,lineage4.3.3,False,False,True
SRR33384357,lineage4,lineage4.3.3,False,False,True
SRR33384358,lineage4,lineage4.4.1.1,False,False,True
SRR33384359,lineage4,lineage4.1.2.1,False,False,True
SRR33384360,lineage4,lineage4.3.3,False,False,True
SRR33384361,lineage4,lineage4.8,False,False,True
SRR33384362,Unknown,Unknown,True,False,False
SRR33384363,lineage2,lineage2.2.2,False,False,True
SRR33384364,lineage4,lineage4.1.2;lineage4.3.3,False,False,True
SRR33384365,lineage4,lineage4.4.1.1,False,False,True
SRR33384366,lineage4,lineage4.1.1.1,False,False,True
SRR33384367,lineage2,lineage2.2.2,False,False,True
SRR33384368,lineage4,lineage4.3.3,False,False,True
SRR33384369,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384370,lineage2,lineage2.2.1,False,False,True
SRR33384371,lineage2,lineage2.2.2,False,False,True
SRR33384372,lineage2,lineage2.2.2,False,False,True
SRR33384373,lineage2,lineage2.2.2,False,False,True
SRR33384374,lineage3,lineage3.1.1,False,False,True
SRR33384375,Unknown,Unknown,True,False,False
SRR33384376,lineage2,lineage2.2.2,False,False,True
SRR33384377,lineage4,lineage4.3.3,False,False,True
SRR33384378,lineage1,lineage1.2.2.2,False,False,True
SRR33384379,lineage4,lineage4.3.3,False,False,True
SRR33384380,lineage4,lineage4.3.3,False,False,True
SRR33384381,lineage2,lineage2.2.1,False,False,True
SRR33384382,lineage4,lineage4.3.3,False,False,True
SRR33384383,lineage4,lineage4.3.3,False,False,True
SRR33384384,lineage4,lineage4.8.1,False,False,True
SRR33384385,lineage4,lineage4.4.1.1,False,False,True
SRR33384386,lineage4,lineage4.4.1.1,False,False,True
SRR33384387,lineage4,lineage4.4.1.1,False,False,True
SRR33384388,lineage4,lineage4.3.3,False,False,True
SRR33384389,lineage2,lineage2.2.2,False,False,True
SRR33384390,lineage2,lineage2.2.2,False,False,True
SRR33384391,lineage4,lineage4.3.3,False,False,True
SRR33384392,lineage1,lineage1.2.2.2,False,False,True
SRR33384393,lineage1,lineage1.1.3.2,False,False,True
SRR33384394,lineage2;lineage4,lineage2.2.1;lineage4.8.1,False,True,False
SRR33384395,lineage4,lineage4.9.1,False,False,True
SRR33384396,lineage2,lineage2.2.2,False,False,True
SRR33384397,lineage4,lineage4.3.2.1,False,False,True
SRR33384398,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384399,lineage2,lineage2.2.2,False,False,True
SRR33384400,lineage4,lineage4.3.3,False,False,True
SRR33384401,lineage4,lineage4.3.3,False,False,True
SRR33384402,lineage4,lineage4.3.3,False,False,True
SRR33384403,lineage4,lineage4.3.3,False,False,True
SRR33384404,lineage4,lineage4.3.3,False,False,True
SRR33384405,lineage4,lineage4.3.3,False,False,True
SRR33384406,lineage4,lineage4.3.3,False,False,True
SRR33384407,lineage2,lineage2.2.1,False,False,True
SRR33384408,lineage4,lineage4.3.3,False,False,True
SRR33384409,lineage4,lineage4.3.3,False,False,True
SRR33384410,lineage4,lineage4.8.1,False,False,True
SRR33384411,lineage2,lineage2.2.2,False,False,True
SRR33384412,lineage4,lineage4.3.3,False,False,True
SRR33384413,lineage4,lineage4.3.3,False,False,True
SRR33384414,lineage2,lineage2.2.2,False,False,True
SRR33384415,lineage4,lineage4.3.3,False,False,True
SRR33384416,lineage1,lineage1.2.2.2,False,False,True
SRR33384417,lineage2,lineage2.2.2,False,False,True
SRR33384418,lineage4,lineage4.1.2,False,False,True
SRR33384419,lineage4,lineage4.4.1.1,False,False,True
SRR33384420,lineage4,lineage4.1.2;lineage4.4.1.1.1,False,False,True
SRR33384421,lineage4,lineage4.4.1.1,False,False,True
SRR33384422,lineage4,lineage4.3.3,False,False,True
SRR33384423,lineage4,lineage4.1.1.3,False,False,True
SRR33384424,lineage4,lineage4.3.3,False,False,True
SRR33384425,lineage4,lineage4.3.2.1,False,False,True
SRR33384426,lineage2,lineage2.2.1.1,False,False,True
SRR33384427,lineage2,lineage2.2.1,False,False,True
SRR33384428,lineage2;lineage4,lineage2.2.1;lineage4,False,True,False
SRR33384429,lineage2,lineage2.2.2,False,False,True
SRR33384430,lineage4,lineage4.3.4.2.1,False,False,True
SRR33384431,lineage4,lineage4.3.3,False,False,True
SRR33384432,lineage4,lineage4.3.3,False,False,True
SRR33384433,lineage4,lineage4.3.3,False,False,True
SRR33384434,lineage4,lineage4.3.3,False,False,True
SRR33384435,lineage4,lineage4.3.3,False,False,True
SRR33384436,lineage1,lineage1.2.2.2,False,False,True
SRR33384437,lineage4,lineage4.3.3,False,False,True
SRR33384438,lineage4,lineage4.4.1.1,False,False,True
SRR33384439,lineage4,lineage4.3.3,False,False,True
SRR33384440,lineage4,lineage4.3.3,False,False,True
SRR33384441,lineage4,lineage4.4.1.1.1,False,False,True
SRR33384442,lineage4,lineage4.3.3,False,False,True
SRR33384443,lineage1,lineage1.2.2.2,False,False,True
SRR33384444,lineage4,lineage4.8,False,False,True
SRR33384445,lineage2,lineage2.2.2,False,False,True
SRR33384446,lineage1,lineage1.2.2.2,False,False,True
SRR33384447,lineage4,lineage4.3.3,False,False,True
SRR33384448,lineage4,lineage4.1.1.3,False,False,True
SRR33384449,lineage2,lineage2.2.2,False,False,True
SRR33384450,lineage4,lineage4.3.3,False,False,True
SRR33384451,lineage4,lineage4.1.2.1,False,False,True
SRR33384452,lineage1,lineage1.2.2.2,False,False,True
SRR33384453,lineage4,lineage4.3.3,False,False,True
SRR33384454,lineage2,lineage2.2.2,False,False,True
SRR33384455,lineage4,lineage4.1.1.3,False,False,True
