sample_id,drtype,total_variants_qc,high_variant_qc,phenotype_binary_inconsistent,has_core_mutation,phenotype_inconsistency_source,recommended_exclude_from_phenotype_ground_truth
SRR11922476,Susceptible,857,False,False,False,,False
SRR11922479,Susceptible,1989,False,False,False,,False
SRR11922481,Susceptible,1193,False,False,False,,False
SRR11922482,Susceptible,1985,False,False,False,,False
SRR11922485,Susceptible,1254,False,False,False,,False
SRR11922487,Susceptible,1265,False,False,False,,False
SRR11922490,Susceptible,1234,False,False,False,,False
SRR11922496,Susceptible,2043,False,False,False,,False
SRR11922497,Susceptible,2028,False,False,False,,False
SRR11922498,Susceptible,887,False,False,False,,False
SRR11922501,Susceptible,1047,False,False,False,,False
SRR11922502,Susceptible,1898,False,False,False,,False
SRR11922503,Susceptible,1241,False,False,False,,False
SRR11922504,Susceptible,1258,False,False,False,,False
SRR11922514,Susceptible,1265,False,False,False,,False
SRR11922515,Susceptible,1249,False,False,False,,False
SRR11922516,Susceptible,1187,False,False,False,,False
SRR11922517,Susceptible,1300,False,False,False,,False
SRR11922518,Susceptible,1201,False,False,False,,False
SRR11922519,Susceptible,1116,False,False,False,,False
SRR11922520,Susceptible,1157,False,False,False,,False
SRR11922521,Susceptible,1167,False,False,False,,False
SRR11922522,Susceptible,1232,False,False,False,,False
SRR11922524,Susceptible,2298,False,False,False,,False
SRR11922527,Susceptible,1471,False,False,False,,False
SRR11922529,Susceptible,2366,False,False,False,,False
SRR11922534,Susceptible,1300,False,False,False,,False
SRR11922538,Susceptible,1961,False,False,False,,False
SRR11947318,Susceptible,1356,False,False,False,,False
SRR11947319,Susceptible,1167,False,False,False,,False
SRR11947320,Susceptible,2314,False,False,False,,False
SRR11947321,Susceptible,1061,False,False,False,,False
SRR11947322,Susceptible,1210,False,False,False,,False
SRR11947323,Susceptible,1620,False,False,False,,False
SRR11947324,Susceptible,2327,False,False,False,,False
SRR11947325,Susceptible,1722,False,False,False,,False
SRR11947326,Susceptible,1872,False,False,False,,False
SRR11947327,Other,2221,False,True,False,uncertain_significance_evidence,True
SRR11947328,Susceptible,1117,False,False,False,,False
SRR11947329,Susceptible,1540,False,False,False,,False
SRR11947330,Susceptible,1838,False,False,False,,False
SRR11947331,Susceptible,1576,False,False,False,,False
SRR11947332,Susceptible,1791,False,False,False,,False
SRR11947333,Susceptible,1690,False,False,False,,False
SRR11947334,Susceptible,2259,False,False,False,,False
SRR11947335,Other,1113,False,False,True,,False
SRR11947336,Susceptible,2003,False,False,False,,False
SRR11947337,Susceptible,1760,False,False,False,,False
SRR11947338,Susceptible,1831,False,False,False,,False
SRR11947339,Susceptible,1011,False,False,False,,False
SRR11947340,Susceptible,1216,False,False,False,,False
SRR11947341,Susceptible,1308,False,False,False,,False
SRR11947342,Susceptible,1792,False,False,False,,False
SRR11947343,Susceptible,1663,False,False,False,,False
SRR11947344,Susceptible,1044,False,False,False,,False
SRR11947345,Susceptible,1979,False,False,False,,False
SRR11947346,Susceptible,2125,False,False,False,,False
SRR11947347,Susceptible,984,False,False,False,,False
SRR11947348,Susceptible,1104,False,False,False,,False
SRR11947349,Susceptible,1435,False,False,False,,False
SRR11947350,Susceptible,1128,False,False,False,,False
SRR11947351,Susceptible,2147,False,False,False,,False
SRR11947352,Susceptible,2000,False,False,False,,False
SRR11947353,Susceptible,1125,False,False,False,,False
SRR11947354,Susceptible,925,False,False,False,,False
SRR11947355,Susceptible,1342,False,False,False,,False
SRR11947356,Susceptible,226,False,False,False,,False
SRR11947361,Susceptible,1094,False,False,False,,False
SRR11947362,Susceptible,1145,False,False,False,,False
SRR11947371,Susceptible,1078,False,False,False,,False
SRR11947372,Susceptible,979,False,False,False,,False
SRR11947373,Susceptible,1514,False,False,False,,False
SRR11947374,Susceptible,1539,False,False,False,,False
SRR11947383,Susceptible,1165,False,False,False,,False
SRR11947390,Susceptible,1931,False,False,False,,False
SRR11947391,Susceptible,1067,False,False,False,,False
SRR11947392,Susceptible,1129,False,False,False,,False
SRR11947394,Susceptible,1093,False,False,False,,False
SRR11947398,Susceptible,2220,False,False,False,,False
SRR11947399,Susceptible,1210,False,False,False,,False
SRR11947400,Susceptible,1425,False,False,False,,False
SRR11947401,Susceptible,544,False,False,False,,False
SRR11947408,Susceptible,1185,False,False,False,,False
SRR11947419,Susceptible,1926,False,False,False,,False
SRR11947430,Susceptible,1928,False,False,False,,False
SRR11947442,Susceptible,1219,False,False,False,,False
SRR11947453,Susceptible,2849,False,False,False,,False
SRR11947458,Susceptible,1764,False,False,False,,False
SRR11947459,Susceptible,1697,False,False,False,,False
SRR11947460,Susceptible,1998,False,False,False,,False
SRR11947461,Susceptible,1415,False,False,False,,False
SRR11947462,Susceptible,2147,False,False,False,,False
SRR11947463,Susceptible,2039,False,False,False,,False
SRR11947464,Susceptible,1221,False,False,False,,False
SRR11947465,Susceptible,2055,False,False,False,,False
SRR11947466,Susceptible,1095,False,False,False,,False
SRR11947467,Susceptible,1249,False,False,False,,False
SRR11947468,Susceptible,576,False,False,False,,False
SRR11947470,Susceptible,1659,False,False,False,,False
SRR11947471,Susceptible,1529,False,False,False,,False
SRR11947473,Susceptible,1375,False,False,False,,False
SRR11947474,Susceptible,1639,False,False,False,,False
SRR11947475,Susceptible,1193,False,False,False,,False
SRR11947476,Susceptible,1451,False,False,False,,False
SRR11947477,Susceptible,2233,False,False,False,,False
SRR11947478,Susceptible,2339,False,False,False,,False
SRR11947479,Susceptible,1217,False,False,False,,False
SRR11947480,Susceptible,1428,False,False,False,,False
SRR11947481,Susceptible,1383,False,False,False,,False
SRR11947483,Susceptible,1398,False,False,False,,False
SRR11947485,Susceptible,883,False,False,False,,False
SRR11947486,Susceptible,1199,False,False,False,,False
SRR11947487,Susceptible,1803,False,False,False,,False
SRR11947490,Susceptible,1566,False,False,False,,False
SRR11947491,Susceptible,1221,False,False,False,,False
SRR11947492,Susceptible,2265,False,False,False,,False
SRR11947493,Susceptible,2247,False,False,False,,False
SRR11947496,Susceptible,1288,False,False,False,,False
SRR11947497,Susceptible,1108,False,False,False,,False
SRR11947498,Susceptible,1346,False,False,False,,False
SRR11947499,Other,1988,False,True,False,uncertain_significance_evidence,True
SRR11947500,Susceptible,870,False,False,False,,False
SRR11947502,Susceptible,1074,False,False,False,,False
SRR11947508,Other,1125,False,False,True,,False
SRR11947509,Susceptible,2158,False,False,False,,False
SRR11947510,Susceptible,1625,False,False,False,,False
SRR11947518,Susceptible,1443,False,False,False,,False
SRR11947519,Susceptible,1152,False,False,False,,False
SRR11947520,Susceptible,1960,False,False,False,,False
SRR11947521,Susceptible,1333,False,False,False,,False
SRR11947522,Susceptible,2172,False,False,False,,False
SRR11947523,Susceptible,1906,False,False,False,,False
SRR11947524,Susceptible,2075,False,False,False,,False
SRR11947525,Susceptible,821,False,False,False,,False
SRR11947526,Susceptible,1248,False,False,False,,False
SRR11947527,Susceptible,1257,False,False,False,,False
SRR11947528,Susceptible,1637,False,False,False,,False
SRR11947529,Susceptible,1293,False,False,False,,False
SRR11947530,Susceptible,1141,False,False,False,,False
SRR11947531,Susceptible,1307,False,False,False,,False
SRR11947532,Susceptible,2472,False,False,False,,False
SRR11947533,Susceptible,1184,False,False,False,,False
SRR11947534,Other,2279,False,False,True,,False
SRR11947535,Susceptible,1253,False,False,False,,False
SRR11947536,Susceptible,1823,False,False,False,,False
SRR11947537,Susceptible,1512,False,False,False,,False
SRR11947538,Susceptible,1794,False,False,False,,False
SRR11947539,Susceptible,1979,False,False,False,,False
SRR11947540,Susceptible,1769,False,False,False,,False
SRR11947541,Susceptible,983,False,False,False,,False
SRR29341506,HR-TB,1481,False,False,True,,False
SRR29341580,Susceptible,3034,False,False,False,,False
SRR30519413,Susceptible,1383,False,False,False,,False
SRR30519414,MDR-TB,1398,False,False,True,,False
SRR30519415,Susceptible,1409,False,False,False,,False
SRR30519416,Susceptible,1360,False,False,False,,False
SRR30519417,Susceptible,1179,False,False,False,,False
SRR30519418,Susceptible,1444,False,False,False,,False
SRR30519419,Susceptible,1521,False,False,False,,False
SRR30519420,Other,883,False,True,False,uncertain_significance_evidence,True
SRR30519421,Susceptible,1240,False,False,False,,False
SRR30519422,Susceptible,2012,False,False,False,,False
SRR30519423,Susceptible,2011,False,False,False,,False
SRR30519424,Susceptible,1490,False,False,False,,False
SRR30519425,Susceptible,1043,False,False,False,,False
SRR30519426,Susceptible,1887,False,False,False,,False
SRR30519427,Susceptible,1413,False,False,False,,False
SRR30519428,Susceptible,1414,False,False,False,,False
SRR30519429,Susceptible,1992,False,False,False,,False
SRR30519430,Susceptible,1510,False,False,False,,False
SRR30519431,Susceptible,1540,False,False,False,,False
SRR30519432,Susceptible,1450,False,False,False,,False
SRR30519433,Susceptible,1416,False,False,False,,False
SRR30519434,Susceptible,1324,False,False,False,,False
SRR30519435,HR-TB,1068,False,False,True,,False
SRR30519436,HR-TB,1506,False,False,True,,False
SRR30519437,Susceptible,1289,False,False,False,,False
SRR30519438,Susceptible,1354,False,False,False,,False
SRR30519439,Susceptible,2084,False,False,False,,False
SRR30519440,HR-TB,1451,False,False,True,,False
SRR30519441,HR-TB,1462,False,False,True,,False
SRR30519442,HR-TB,1437,False,False,True,,False
SRR30519443,Susceptible,1075,False,False,False,,False
SRR30519444,MDR-TB,1549,False,False,True,,False
SRR30519445,Susceptible,1952,False,False,False,,False
SRR30519446,MDR-TB,1492,False,False,True,,False
SRR30519447,Susceptible,2011,False,False,False,,False
SRR30519448,Susceptible,818,False,False,False,,False
SRR30519449,Susceptible,1941,False,False,False,,False
SRR30519450,Other,1979,False,False,True,,False
SRR30519451,Susceptible,1965,False,False,False,,False
SRR30519452,Susceptible,1423,False,False,False,,False
SRR30519453,Susceptible,801,False,False,False,,False
SRR30519454,Other,1519,False,True,False,uncertain_significance_evidence,True
SRR30519455,Susceptible,1436,False,False,False,,False
SRR30519456,Other,1166,False,False,True,,False
SRR30519457,Susceptible,1964,False,False,False,,False
SRR30519458,Susceptible,1477,False,False,False,,False
SRR30519459,Susceptible,1509,False,False,False,,False
SRR30519460,Susceptible,1215,False,False,False,,False
SRR30519461,Susceptible,2003,False,False,False,,False
SRR30519462,Susceptible,1430,False,False,False,,False
SRR30519463,Susceptible,1521,False,False,False,,False
SRR30519464,Other,1528,False,True,False,uncertain_significance_evidence,True
SRR30519465,Susceptible,894,False,False,False,,False
SRR30519466,Susceptible,2011,False,False,False,,False
SRR30519467,Susceptible,1917,False,False,False,,False
SRR30519468,Susceptible,1910,False,False,False,,False
SRR30519469,Susceptible,1380,False,False,False,,False
SRR30519470,Susceptible,1471,False,False,False,,False
SRR30519471,Susceptible,1061,False,False,False,,False
SRR30519472,Susceptible,2009,False,False,False,,False
SRR30519473,Susceptible,1417,False,False,False,,False
SRR30519474,Other,2065,False,False,True,,False
SRR30519475,Other,1377,False,True,False,uncertain_significance_evidence,True
SRR30519476,Susceptible,1975,False,False,False,,False
SRR30519477,Susceptible,1485,False,False,False,,False
SRR30519478,Susceptible,2925,False,False,False,,False
SRR30519479,Susceptible,1339,False,False,False,,False
SRR30519480,Susceptible,1890,False,False,False,,False
SRR30519481,Susceptible,1432,False,False,False,,False
SRR30519482,HR-TB,1400,False,False,True,,False
SRR30519483,Susceptible,1989,False,False,False,,False
SRR30519484,Susceptible,1220,False,False,False,,False
SRR30519485,Susceptible,1431,False,False,False,,False
SRR30519486,Susceptible,2066,False,False,False,,False
SRR30519487,Other,1139,False,True,False,uncertain_significance_evidence,True
SRR30519488,Susceptible,1983,False,False,False,,False
SRR30519489,Susceptible,849,False,False,False,,False
SRR30519490,Susceptible,2049,False,False,False,,False
SRR30519491,Susceptible,1429,False,False,False,,False
SRR30519492,HR-TB,1123,False,False,True,,False
SRR30519493,Susceptible,2000,False,False,False,,False
SRR30519494,Susceptible,2078,False,False,False,,False
SRR30519495,Susceptible,1983,False,False,False,,False
SRR30519496,Susceptible,2025,False,False,False,,False
SRR30519497,Susceptible,1546,False,False,False,,False
SRR30519498,Susceptible,1949,False,False,False,,False
SRR30519499,Susceptible,1302,False,False,False,,False
SRR30519500,Susceptible,1944,False,False,False,,False
SRR30673188,XDR-TB,1378,False,False,True,,False
SRR30673189,RR-TB,2062,False,False,True,,False
SRR30673190,MDR-TB,1486,False,False,True,,False
SRR30673193,MDR-TB,2025,False,False,True,,False
SRR30673194,MDR-TB,1974,False,False,True,,False
SRR30673195,MDR-TB,1231,False,False,True,,False
SRR30673196,XDR-TB,2085,False,False,True,,False
SRR30673197,RR-TB,1388,False,False,True,,False
SRR30673198,MDR-TB,2933,False,False,True,,False
SRR30673199,RR-TB,1233,False,False,True,,False
SRR30673200,MDR-TB,1999,False,False,True,,False
SRR30673201,Pre-XDR-TB,1401,False,False,True,,False
SRR30673202,MDR-TB,2093,False,False,True,,False
SRR30673204,RR-TB,2926,False,False,True,,False
SRR30673205,RR-TB,1991,False,False,True,,False
SRR30673206,RR-TB,2045,False,False,True,,False
SRR30673207,XDR-TB,2024,False,False,True,,False
SRR30673208,MDR-TB,948,False,False,True,,False
SRR30673209,RR-TB,1970,False,False,True,,False
SRR30673210,Pre-XDR-TB,3032,False,False,True,,False
SRR30673211,MDR-TB,1964,False,False,True,,False
SRR30673212,RR-TB,2038,False,False,True,,False
SRR30673213,HR-TB,1494,False,False,True,,False
SRR30673215,XDR-TB,963,False,False,True,,False
SRR30673216,RR-TB,2044,False,False,True,,False
SRR30673217,MDR-TB,2036,False,False,True,,False
SRR30673218,Pre-XDR-TB,1425,False,False,True,,False
SRR30673219,MDR-TB,2917,False,False,True,,False
SRR30673550,Pre-XDR-TB,1980,False,False,True,,False
SRR30673551,XDR-TB,2068,False,False,True,,False
SRR30673552,RR-TB,2103,False,False,True,,False
SRR30673553,Pre-XDR-TB,1275,False,False,True,,False
SRR30673554,RR-TB,2050,False,False,True,,False
SRR30673555,MDR-TB,1955,False,False,True,,False
SRR30673556,Pre-XDR-TB,2052,False,False,True,,False
SRR30673558,RR-TB,2059,False,False,True,,False
SRR30673559,MDR-TB,1532,False,False,True,,False
SRR30673560,Susceptible,2057,False,False,False,,False
SRR30673561,MDR-TB,2897,False,False,True,,False
SRR30673562,Susceptible,2800,False,False,False,,False
SRR30673563,MDR-TB,1992,False,False,True,,False
SRR30673564,MDR-TB,1192,False,False,True,,False
SRR30673565,RR-TB,2009,False,False,True,,False
SRR30673566,MDR-TB,899,False,False,True,,False
SRR30673567,Susceptible,1266,False,False,False,,False
SRR30673570,Susceptible,1474,False,False,False,,False
SRR30673571,Susceptible,2020,False,False,False,,False
SRR30673572,Susceptible,2046,False,False,False,,False
SRR30673573,MDR-TB,1288,False,False,True,,False
SRR30673574,RR-TB,872,False,False,True,,False
SRR30673575,Other,1464,False,False,True,,False
SRR30673576,RR-TB,1892,False,False,True,,False
SRR30673577,Susceptible,1305,False,False,False,,False
SRR30673578,Susceptible,1908,False,False,False,,False
SRR30673579,HR-TB,1372,False,False,True,,False
SRR30673653,XDR-TB,1993,False,False,True,,False
SRR30673654,MDR-TB,1220,False,False,True,,False
SRR30673655,RR-TB,907,False,False,True,,False
SRR30673656,RR-TB,2060,False,False,True,,False
SRR30673657,MDR-TB,2022,False,False,True,,False
SRR30673658,RR-TB,1190,False,False,True,,False
SRR30673660,XDR-TB,1332,False,False,True,,False
SRR30673661,MDR-TB,2913,False,False,True,,False
SRR30673662,XDR-TB,1371,False,False,True,,False
SRR30673663,Pre-XDR-TB,1261,False,False,True,,False
SRR30673664,RR-TB,2839,False,False,True,,False
SRR30673665,MDR-TB,2037,False,False,True,,False
SRR30673666,RR-TB,2221,False,False,True,,False
SRR30673667,Pre-XDR-TB,1542,False,False,True,,False
SRR30673668,MDR-TB,1446,False,False,True,,False
SRR30673669,MDR-TB,2201,False,False,True,,False
SRR30673671,MDR-TB,2019,False,False,True,,False
SRR30673672,Pre-XDR-TB,2940,False,False,True,,False
SRR30673673,RR-TB,942,False,False,True,,False
SRR30673674,XDR-TB,1256,False,False,True,,False
SRR30673675,RR-TB,2090,False,False,True,,False
SRR30673676,RR-TB,2019,False,False,True,,False
SRR30673677,MDR-TB,2085,False,False,True,,False
SRR30673678,Susceptible,1419,False,False,False,,False
SRR30673679,Susceptible,978,False,False,False,,False
SRR30673680,RR-TB,1448,False,False,True,,False
SRR30673681,Susceptible,2024,False,False,False,,False
SRR30673682,RR-TB,1962,False,False,True,,False
SRR30673683,HR-TB,890,False,False,True,,False
SRR30673685,MDR-TB,1257,False,False,True,,False
SRR30673686,Susceptible,2049,False,False,False,,False
SRR30673687,RR-TB,1005,False,False,True,,False
SRR30673688,MDR-TB,2028,False,False,True,,False
SRR30673689,RR-TB,2063,False,False,True,,False
SRR30673690,RR-TB,2003,False,False,True,,False
SRR30673691,RR-TB,1254,False,False,True,,False
SRR30673692,MDR-TB,938,False,False,True,,False
SRR30673693,RR-TB,1923,False,False,True,,False
SRR30673694,XDR-TB,1980,False,False,True,,False
SRR30673696,Susceptible,2009,False,False,False,,False
SRR30673697,RR-TB,2240,False,False,True,,False
SRR30673698,MDR-TB,1263,False,False,True,,False
SRR30673699,Susceptible,901,False,False,False,,False
SRR30673700,RR-TB,2040,False,False,True,,False
SRR30673701,MDR-TB,1274,False,False,True,,False
SRR30673702,RR-TB,1399,False,False,True,,False
SRR30673703,Pre-XDR-TB,1519,False,False,True,,False
SRR30673704,XDR-TB,2005,False,False,True,,False
SRR30673705,Pre-XDR-TB,2050,False,False,True,,False
SRR30673707,RR-TB,2055,False,False,True,,False
SRR30673708,MDR-TB,1305,False,False,True,,False
SRR30673709,MDR-TB,2079,False,False,True,,False
SRR30673716,XDR-TB,1237,False,False,True,,False
SRR30673717,HR-TB,1395,False,False,True,,False
SRR30673718,RR-TB,2079,False,False,True,,False
SRR30673719,XDR-TB,2063,False,False,True,,False
SRR30673720,MDR-TB,1322,False,False,True,,False
SRR30673722,MDR-TB,2055,False,False,True,,False
SRR30673723,MDR-TB,1219,False,False,True,,False
SRR30673724,RR-TB,2023,False,False,True,,False
SRR30673725,MDR-TB,2013,False,False,True,,False
SRR30673726,MDR-TB,2033,False,False,True,,False
SRR30673727,MDR-TB,2959,False,False,True,,False
SRR30673728,Pre-XDR-TB,1271,False,False,True,,False
SRR30673729,Susceptible,1241,False,False,False,,False
SRR30673730,Susceptible,1956,False,False,False,,False
SRR30673731,Susceptible,1513,False,False,False,,False
SRR30673733,XDR-TB,2015,False,False,True,,False
SRR30673734,XDR-TB,1999,False,False,True,,False
SRR30673735,MDR-TB,926,False,False,True,,False
SRR30673736,RR-TB,942,False,False,True,,False
SRR30673737,RR-TB,1370,False,False,True,,False
SRR30673738,Susceptible,1973,False,False,False,,False
SRR30673739,Susceptible,1275,False,False,False,,False
SRR30673740,HR-TB,1408,False,False,True,,False
SRR30673741,Susceptible,1211,False,False,False,,False
SRR30673742,Susceptible,1424,False,False,False,,False
SRR30673744,RR-TB,2086,False,False,True,,False
SRR30673745,Susceptible,1997,False,False,False,,False
SRR30673746,Susceptible,901,False,False,False,,False
SRR30673747,MDR-TB,1578,False,False,True,,False
SRR32327442,Susceptible,1282,False,False,False,,False
SRR32327443,Susceptible,1944,False,False,False,,False
SRR32327444,MDR-TB,1302,False,False,True,,False
SRR32327445,Susceptible,1166,False,False,False,,False
SRR32327446,Susceptible,1292,False,False,False,,False
SRR32327447,Susceptible,1456,False,False,False,,False
SRR32327448,Susceptible,1787,False,False,False,,False
SRR32327449,Susceptible,1693,False,False,False,,False
SRR32327450,Susceptible,1687,False,False,False,,False
SRR32327452,Susceptible,1700,False,False,False,,False
SRR32327453,Susceptible,1198,False,False,False,,False
SRR32327454,Pre-XDR-TB,1159,False,False,True,,False
SRR32327455,Susceptible,1259,False,False,False,,False
SRR32327456,Susceptible,1873,False,False,False,,False
SRR32327457,Susceptible,1180,False,False,False,,False
SRR32327458,RR-TB,1878,False,False,True,,False
SRR32327459,Susceptible,1882,False,False,False,,False
SRR32327460,Susceptible,1351,False,False,False,,False
SRR32327461,Susceptible,1187,False,False,False,,False
SRR32327463,Susceptible,1923,False,False,False,,False
SRR32327464,Susceptible,1872,False,False,False,,False
SRR32327465,Susceptible,1210,False,False,False,,False
SRR32327553,Susceptible,1304,False,False,False,,False
SRR32327554,Susceptible,1184,False,False,False,,False
SRR32327555,Susceptible,1345,False,False,False,,False
SRR32327556,Susceptible,1395,False,False,False,,False
SRR32327557,Susceptible,1921,False,False,False,,False
SRR32327558,HR-TB,2309,False,False,True,,False
SRR32327559,Susceptible,1904,False,False,False,,False
SRR32327560,Susceptible,1347,False,False,False,,False
SRR32327561,Susceptible,1252,False,False,False,,False
SRR32327562,Susceptible,1373,False,False,False,,False
SRR32327564,Susceptible,1239,False,False,False,,False
SRR32327565,Susceptible,1875,False,False,False,,False
SRR32327566,Susceptible,54707,True,False,False,,True
SRR32327567,Susceptible,1170,False,False,False,,False
SRR32327568,HR-TB,1220,False,False,True,,False
SRR32327569,Susceptible,1211,False,False,False,,False
SRR32327570,RR-TB,2717,False,False,True,,False
SRR32327571,Susceptible,1143,False,False,False,,False
SRR32327572,Susceptible,1166,False,False,False,,False
SRR32327573,Susceptible,1209,False,False,False,,False
SRR32327575,Susceptible,1326,False,False,False,,False
SRR32327688,Susceptible,1354,False,False,False,,False
SRR32327689,Susceptible,1871,False,False,False,,False
SRR32327690,Susceptible,1867,False,False,False,,False
SRR32327691,MDR-TB,1888,False,False,True,,False
SRR32327692,Susceptible,1210,False,False,False,,False
SRR32327693,Susceptible,1187,False,False,False,,False
SRR32327694,Susceptible,1193,False,False,False,,False
SRR32327696,HR-TB,1270,False,False,True,,False
SRR32327697,Susceptible,1182,False,False,False,,False
SRR32327698,Susceptible,1309,False,False,False,,False
SRR32327699,Susceptible,1253,False,False,False,,False
SRR32327700,Susceptible,1275,False,False,False,,False
SRR32327701,Susceptible,1157,False,False,False,,False
SRR32327702,Susceptible,1860,False,False,False,,False
SRR32327703,Susceptible,1155,False,False,False,,False
SRR32327704,Susceptible,1230,False,False,False,,False
SRR32327705,Susceptible,1266,False,False,False,,False
SRR32327708,Susceptible,1251,False,False,False,,False
SRR32327709,Susceptible,1883,False,False,False,,False
SRR32526015,Susceptible,5,False,False,False,,False
SRR32526016,XDR-TB,15,False,False,True,,False
SRR32526017,RR-TB,65,False,False,True,,False
SRR32526018,MDR-TB,23,False,False,True,,False
SRR32526019,Susceptible,5,False,False,False,,False
SRR32526020,Susceptible,4,False,False,False,,False
SRR32526021,Susceptible,6,False,False,False,,False
SRR32526022,Pre-XDR-TB,15,False,False,True,,False
SRR32526023,RR-TB,8,False,False,True,,False
SRR32526025,RR-TB,38,False,False,True,,False
SRR32526026,Other,25,False,False,True,,False
SRR32526027,Susceptible,16,False,False,False,,False
SRR32526028,HR-TB,28,False,False,True,,False
SRR32526029,Susceptible,0,False,False,False,,False
SRR32526030,Susceptible,1,False,False,False,,False
SRR32526031,RR-TB,17,False,False,True,,False
SRR32526032,Susceptible,6,False,False,False,,False
SRR32526033,HR-TB,6,False,False,True,,False
SRR32526034,RR-TB,8,False,False,True,,False
SRR32526036,Susceptible,6,False,False,False,,False
SRR32526037,Susceptible,13,False,False,False,,False
SRR32526038,RR-TB,23,False,False,True,,False
SRR32526040,Other,39,False,False,True,,False
SRR32526042,MDR-TB,10,False,False,True,,False
SRR32526043,MDR-TB,10,False,False,True,,False
SRR32526053,RR-TB,39,False,False,True,,False
SRR32526055,RR-TB,16,False,False,True,,False
SRR32526057,RR-TB,11,False,False,True,,False
SRR32526058,RR-TB,9,False,False,True,,False
SRR32526060,Other,27,False,False,True,,False
SRR32526070,RR-TB,6,False,False,True,,False
SRR32526072,Other,82,False,False,True,,False
SRR32526074,Susceptible,21,False,False,False,,False
SRR32526076,MDR-TB,21,False,False,True,,False
SRR32526079,Other,38,False,False,True,,False
SRR32526081,MDR-TB,11,False,False,True,,False
SRR32526082,Susceptible,5,False,False,False,,False
SRR32526093,RR-TB,39,False,False,True,,False
SRR32526097,MDR-TB,11,False,False,True,,False
SRR32526123,Susceptible,1,False,False,False,,False
SRR32526125,RR-TB,47,False,False,True,,False
SRR32526127,Other,12,False,False,True,,False
SRR32526178,Pre-XDR-TB,15,False,False,True,,False
SRR32526180,Other,23,False,False,True,,False
SRR32526185,Susceptible,4,False,False,False,,False
SRR32526190,Susceptible,4,False,False,False,,False
SRR32526191,Other,45,False,False,True,,False
SRR32526192,MDR-TB,14,False,False,True,,False
SRR32526193,Susceptible,3,False,False,False,,False
SRR32526194,MDR-TB,54,False,False,True,,False
SRR32526195,Other,26,False,False,True,,False
SRR32526196,HR-TB,31,False,False,True,,False
SRR32526197,RR-TB,99,False,False,True,,False
SRR32526198,Susceptible,0,False,False,False,,False
SRR32526200,Susceptible,0,False,False,False,,False
SRR32526201,Susceptible,0,False,False,False,,False
SRR32526202,Susceptible,10,False,False,False,,False
SRR32526203,Susceptible,0,False,False,False,,False
SRR32526204,Susceptible,5,False,False,False,,False
SRR32526205,Susceptible,9,False,False,False,,False
SRR32526207,MDR-TB,13,False,False,True,,False
SRR32526208,RR-TB,10,False,False,True,,False
SRR32526211,MDR-TB,18,False,False,True,,False
SRR32526212,Susceptible,5,False,False,False,,False
SRR32526213,Susceptible,2,False,False,False,,False
SRR32526223,HR-TB,15,False,False,True,,False
SRR32526227,Susceptible,5,False,False,False,,False
SRR32526231,Susceptible,17,False,False,False,,False
SRR32526233,Susceptible,0,False,False,False,,False
SRR32526262,XDR-TB,13,False,False,True,,False
SRR32526263,MDR-TB,17,False,False,True,,False
SRR32526265,Susceptible,4,False,False,False,,False
SRR32526268,Susceptible,16,False,False,False,,False
SRR32526269,Susceptible,1,False,False,False,,False
SRR32526270,Susceptible,3,False,False,False,,False
SRR32526272,RR-TB,10,False,False,True,,False
SRR32526273,Susceptible,14,False,False,False,,False
SRR32526293,MDR-TB,125,False,False,True,,False
SRR32526295,XDR-TB,47,False,False,True,,False
SRR32526296,HR-TB,15,False,False,True,,False
SRR32526297,RR-TB,41,False,False,True,,False
SRR32526358,Other,169,False,True,False,uncertain_significance_evidence,True
SRR32526360,Other,72,False,False,True,,False
SRR32526362,Susceptible,5,False,False,False,,False
SRR32526376,Susceptible,8,False,False,False,,False
SRR32526377,Susceptible,0,False,False,False,,False
SRR32526379,Susceptible,1,False,False,False,,False
SRR32526382,Susceptible,0,False,False,False,,False
SRR32526383,Susceptible,2,False,False,False,,False
SRR32526385,RR-TB,17,False,False,True,,False
SRR32526387,MDR-TB,53,False,False,True,,False
SRR32526388,Susceptible,11,False,False,False,,False
SRR32526390,MDR-TB,27,False,False,True,,False
SRR32526394,RR-TB,25,False,False,True,,False
SRR32526395,Pre-XDR-TB,28,False,False,True,,False
SRR32526397,MDR-TB,16,False,False,True,,False
SRR32526419,Susceptible,0,False,False,False,,False
SRR32526421,RR-TB,37,False,False,True,,False
SRR32526422,MDR-TB,15,False,False,True,,False
SRR32526424,RR-TB,30,False,False,True,,False
SRR32526426,Other,40,False,False,True,,False
SRR32526428,RR-TB,4,False,False,True,,False
SRR32526430,MDR-TB,44,False,False,True,,False
SRR32526432,Susceptible,5,False,False,False,,False
SRR32526434,Susceptible,1,False,False,False,,False
SRR32526437,Susceptible,5,False,False,False,,False
SRR32526439,Other,23,False,False,True,,False
SRR32526441,Susceptible,3,False,False,False,,False
SRR32526443,Susceptible,3,False,False,False,,False
SRR32526445,XDR-TB,16,False,False,True,,False
SRR32526525,MDR-TB,13,False,False,True,,False
SRR32526526,RR-TB,7,False,False,True,,False
SRR32526527,RR-TB,32,False,False,True,,False
SRR32526544,Other,70,False,False,True,,False
SRR32526547,RR-TB,68,False,False,True,,False
SRR32526550,Susceptible,1,False,False,False,,False
SRR32526552,RR-TB,13,False,False,True,,False
SRR32526558,Susceptible,0,False,False,False,,False
