sample_id,drtype,total_variants_qc,high_variant_qc,phenotype_binary_inconsistent,has_core_mutation,phenotype_inconsistency_source,recommended_exclude_from_phenotype_ground_truth
SRR36942302,Susceptible,1157,False,False,False,,False
SRR36942303,HR-TB,1256,False,True,False,uncertain_significance_evidence,True
SRR36942304,Susceptible,1098,False,False,False,,False
SRR36942305,Susceptible,2145,False,False,False,,False
SRR36942306,Susceptible,1246,False,False,False,,False
SRR36942307,Susceptible,1138,False,False,False,,False
SRR36942308,Susceptible,2083,False,False,False,,False
SRR36942309,Other,1229,False,True,False,uncertain_significance_evidence,True
SRR36942310,Susceptible,2057,False,False,False,,False
SRR36942311,Susceptible,1521,False,False,False,,False
SRR37031316,MDR-TB,1443,False,False,True,,False
SRR37031317,Pre-XDR-TB,1995,False,False,True,,False
SRR37031318,RR-TB,2024,False,False,True,,False
SRR37031319,RR-TB,1304,False,False,True,,False
SRR37031320,Pre-XDR-TB,1526,False,False,True,,False
SRR37031321,RR-TB,1450,False,False,True,,False
SRR37031322,RR-TB,1447,False,False,True,,False
SRR37031323,XDR-TB,1449,False,False,True,,False
SRR37031324,HR-TB,2914,False,False,True,,False
SRR37031325,RR-TB,2031,False,False,True,,False
SRR37031326,RR-TB,693,False,False,True,,False
SRR37031327,Pre-XDR-TB,1407,False,False,True,,False
SRR37031328,RR-TB,1268,False,False,True,,False
SRR37031329,XDR-TB,1414,False,False,True,,False
SRR37031330,Pre-XDR-TB,2062,False,False,True,,False
SRR37031331,RR-TB,2063,False,False,True,,False
SRR37031332,RR-TB,2047,False,False,True,,False
SRR37031333,RR-TB,2077,False,False,True,,False
SRR37031334,MDR-TB,2058,False,False,True,,False
SRR37031335,XDR-TB,1292,False,False,True,,False
SRR37031336,Pre-XDR-TB,1293,False,False,True,,False
SRR37031337,RR-TB,1444,False,False,True,,False
SRR37031338,RR-TB,1337,False,False,True,,False
SRR37540762,MDR-TB,2079,False,False,True,,False
SRR37540763,MDR-TB,2023,False,False,True,,False
SRR5181823,Susceptible,1330,False,False,False,,False
SRR5181824,Susceptible,1161,False,False,False,,False
SRR5181825,Susceptible,1165,False,False,False,,False
SRR5181826,Susceptible,868,False,False,False,,False
SRR5181827,Susceptible,1037,False,False,False,,False
SRR5181828,Susceptible,372,False,False,False,,False
SRR5181829,Susceptible,1201,False,False,False,,False
SRR5181830,Susceptible,924,False,False,False,,False
SRR5181831,Susceptible,467,False,False,False,,False
SRR5181832,Susceptible,104,False,False,False,,False
SRR5181833,Susceptible,284,False,False,False,,False
SRR5181834,Susceptible,1125,False,False,False,,False
SRR5181835,Susceptible,801,False,False,False,,False
SRR5181836,Susceptible,546,False,False,False,,False
SRR5181837,Susceptible,383,False,False,False,,False
SRR5181838,Susceptible,273,False,False,False,,False
SRR5181839,Susceptible,489,False,False,False,,False
SRR5181840,Susceptible,492,False,False,False,,False
SRR5181841,Susceptible,275,False,False,False,,False
SRR5181842,Susceptible,470,False,False,False,,False
SRR5181843,Susceptible,266,False,False,False,,False
SRR5181844,Susceptible,491,False,False,False,,False
SRR5181845,Susceptible,474,False,False,False,,False
SRR5181846,Susceptible,529,False,False,False,,False
SRR5181847,Susceptible,141,False,False,False,,False
SRR5181848,Susceptible,249,False,False,False,,False
SRR5181849,Susceptible,1087,False,False,False,,False
SRR5181850,Susceptible,875,False,False,False,,False
SRR5181851,Susceptible,411,False,False,False,,False
SRR5181852,Susceptible,732,False,False,False,,False
SRR5181853,Susceptible,942,False,False,False,,False
SRR5181854,Susceptible,695,False,False,False,,False
SRR5181855,Susceptible,831,False,False,False,,False
SRR5181856,Susceptible,365,False,False,False,,False
SRR5181857,Susceptible,668,False,False,False,,False
SRR5181858,Susceptible,424,False,False,False,,False
SRR5181859,Susceptible,793,False,False,False,,False
SRR5181860,Susceptible,858,False,False,False,,False
SRR5181861,Susceptible,671,False,False,False,,False
SRR5181862,Susceptible,540,False,False,False,,False
SRR5181863,Susceptible,709,False,False,False,,False
SRR5181864,Susceptible,855,False,False,False,,False
SRR5181865,Susceptible,663,False,False,False,,False
SRR5181866,Susceptible,223,False,False,False,,False
SRR5181867,Susceptible,252,False,False,False,,False
SRR5181868,Susceptible,627,False,False,False,,False
SRR5181869,Susceptible,543,False,False,False,,False
SRR5181870,Susceptible,128,False,False,False,,False
SRR5181871,Susceptible,247,False,False,False,,False
SRR5181872,Susceptible,121,False,False,False,,False
SRR5181873,Susceptible,600,False,False,False,,False
SRR5181874,Susceptible,444,False,False,False,,False
SRR5181875,Susceptible,182,False,False,False,,False
SRR5181876,Susceptible,323,False,False,False,,False
SRR5181877,Susceptible,164,False,False,False,,False
SRR5181878,Susceptible,355,False,False,False,,False
SRR5181879,Susceptible,374,False,False,False,,False
SRR5181880,Susceptible,381,False,False,False,,False
SRR5181881,Susceptible,320,False,False,False,,False
SRR5181882,Susceptible,210,False,False,False,,False
SRR5181883,Susceptible,359,False,False,False,,False
SRR5181884,Susceptible,315,False,False,False,,False
SRR5181885,Susceptible,424,False,False,False,,False
SRR5181886,Susceptible,234,False,False,False,,False
SRR5181887,Susceptible,304,False,False,False,,False
SRR5181888,Susceptible,231,False,False,False,,False
SRR5181889,Susceptible,562,False,False,False,,False
SRR5181890,Susceptible,313,False,False,False,,False
SRR5181891,Susceptible,382,False,False,False,,False
SRR5181892,Susceptible,378,False,False,False,,False
SRR5181893,Susceptible,249,False,False,False,,False
SRR5181894,Susceptible,173,False,False,False,,False
SRR5181895,Susceptible,664,False,False,False,,False
SRR5181896,Susceptible,425,False,False,False,,False
SRR5181897,Susceptible,458,False,False,False,,False
SRR5181898,Susceptible,479,False,False,False,,False
SRR5181899,Susceptible,586,False,False,False,,False
SRR5181900,Susceptible,288,False,False,False,,False
SRR5181901,Susceptible,221,False,False,False,,False
SRR5181902,Susceptible,301,False,False,False,,False
SRR5181903,Susceptible,303,False,False,False,,False
SRR5181904,Susceptible,199,False,False,False,,False
SRR5181905,Susceptible,292,False,False,False,,False
SRR5181906,Susceptible,227,False,False,False,,False
SRR5181907,Susceptible,48,False,False,False,,False
SRR5181908,Susceptible,411,False,False,False,,False
SRR5181909,Other,676,False,False,True,,False
SRR5181910,Susceptible,186,False,False,False,,False
SRR5181911,Susceptible,326,False,False,False,,False
SRR5181912,Susceptible,366,False,False,False,,False
SRR5181913,Susceptible,204,False,False,False,,False
SRR5181914,Susceptible,502,False,False,False,,False
SRR5181915,Susceptible,0,False,False,False,,False
SRR5181916,Susceptible,338,False,False,False,,False
SRR5181917,Susceptible,528,False,False,False,,False
SRR5181918,Susceptible,515,False,False,False,,False
SRR5181919,Susceptible,304,False,False,False,,False
SRR5181920,Susceptible,380,False,False,False,,False
SRR5181921,Susceptible,401,False,False,False,,False
SRR5181922,Susceptible,584,False,False,False,,False
SRR5181923,Susceptible,246,False,False,False,,False
SRR5181924,Susceptible,622,False,False,False,,False
